<1347,3>
<4684,1>
<4966,7>
<5495,1>
<6041,1>
<6392,1>
<7125,1>
<7740,1>
<8248,1>
<9202,1>
<9728,1>
<10742,1>
<11235,1>
<12426,1>
<12753,1>
<13377,2>
<13732,1>
<14289,2>
<14630,1>
<14670,1>
<14970,2>
<18594,1>
<19482,1>
<20250,1>
<20374,1>
<21724,1>
<24242,1>
<25296,1>
<26711,1>
<27634,1>
<29006,1>
<30154,1>
<30591,1>
<31222,1>
<32554,1>
<34110,1>
<34330,1>
<34429,1>
<34695,1>
<34716,1>
<37550,1>
<38075,1>
<38303,1>
<38449,1>
<38865,1>
<39014,1>
<39509,1>
<40973,1>
<41762,2>
<42193,2>
<42634,1>
<43417,1>
<44478,1>
<45117,1>
<50922,1>
<51292,1>
<52004,1>
<53536,2>
<54429,1>
<56628,1>
<56644,1>
<57649,1>
<57829,1>
<58493,2>
<58642,1>
<59045,1>
<59147,1>
<60139,2>
<61638,1>
<63159,1>
<63454,1>
<63492,1>
<65138,4>
<65507,1>
<66320,1>
<67273,1>
<67628,1>
<68296,1>
<69534,1>
<74433,1>
<75609,1>
<76044,1>
<76529,1>
<77764,1>
<78800,2>
<79025,1>
<79602,1>
<79709,1>
<80499,1>
<80508,1>
<80874,1>
<81035,1>
<81708,1>
<82645,1>
<82686,4>
<83521,2>
<83883,2>
<84097,1>
<85787,1>
<90155,1>
<91127,1>
<91818,1>
<91841,1>
<92736,1>
<94965,1>
<95687,2>
<96302,1>
<97631,1>
