<4061,3>
<4892,1>
<5080,2>
<5193,1>
<5585,1>
<6041,1>
<7748,1>
<12753,1>
<12971,1>
<21939,1>
<24252,4>
<25148,1>
<26711,1>
<27511,1>
<29806,1>
<30758,1>
<33196,1>
<34228,1>
<34552,1>
<35032,1>
<35362,1>
<38238,1>
<38449,1>
<38989,1>
<39146,1>
<42827,1>
<43784,1>
<46187,1>
<46377,1>
<47815,1>
<47879,1>
<48192,1>
<52931,1>
<53696,2>
<56000,1>
<61712,1>
<63006,1>
<66206,1>
<66460,2>
<71820,1>
<72505,1>
<72771,1>
<75679,1>
<76044,1>
<79306,1>
<80495,1>
<83302,2>
<84356,1>
<84938,1>
<85594,1>
<85787,1>
<88976,1>
<89370,1>
<93909,1>
<95687,1>
<98777,1>
<100507,1>
<101544,1>
