<542,4>
<656,1>
<1172,1>
<1347,2>
<1440,5>
<1607,1>
<1923,2>
<3966,1>
<6041,1>
<6392,2>
<6423,1>
<8248,2>
<9175,2>
<9739,3>
<11001,1>
<11607,3>
<12426,1>
<12753,1>
<14135,1>
<14327,1>
<14391,1>
<15439,1>
<15448,1>
<15935,1>
<17265,1>
<23679,1>
<27209,1>
<27460,1>
<27909,1>
<30342,1>
<32465,1>
<38700,1>
<40633,1>
<43605,1>
<45401,1>
<45892,2>
<47475,1>
<52473,1>
<53536,1>
<54040,1>
<55330,1>
<56885,1>
<57649,1>
<61762,1>
<62620,1>
<62776,1>
<63047,1>
<65915,3>
<70300,1>
<71208,2>
<73669,1>
<75613,1>
<75989,1>
<76044,1>
<77951,1>
<78405,1>
<79450,1>
<81215,1>
<82830,2>
<85484,1>
<86443,1>
<86975,2>
<87278,1>
<87719,1>
<88763,1>
<89678,1>
<90155,1>
<91418,1>
<94256,1>
<94537,2>
<98957,1>
<99594,1>
<101601,1>
