<813,4>
<1086,1>
<1451,1>
<1731,1>
<3943,1>
<6041,1>
<8435,1>
<8569,1>
<8965,1>
<9773,1>
<9813,1>
<10696,1>
<12426,1>
<12753,3>
<13391,1>
<14232,1>
<16349,1>
<17962,1>
<20228,2>
<21212,1>
<21333,1>
<23599,1>
<24899,1>
<26711,1>
<27209,1>
<31640,1>
<32474,1>
<34552,1>
<35631,1>
<37652,1>
<41762,1>
<46978,1>
<50922,1>
<53536,1>
<54433,1>
<55137,1>
<61414,1>
<63652,1>
<69094,1>
<71508,1>
<74473,1>
<74481,1>
<76044,1>
<76135,2>
<76529,2>
<79772,1>
<79797,1>
<80314,1>
<80676,1>
<80898,2>
<83325,1>
<84108,2>
<85780,1>
<86453,1>
<87372,1>
<92617,1>
<98706,1>
<100226,1>
<100606,1>
