<996,4>
<1347,1>
<1408,1>
<3226,1>
<3814,2>
<5622,1>
<6041,1>
<8933,1>
<9513,1>
<9878,1>
<10845,1>
<11109,1>
<11435,1>
<12426,1>
<12753,1>
<13391,1>
<14255,1>
<14929,1>
<16174,1>
<17704,1>
<17706,1>
<18045,1>
<18074,1>
<18640,2>
<19228,1>
<23055,1>
<23975,1>
<27460,1>
<27946,1>
<28926,1>
<31747,1>
<32926,1>
<33065,2>
<33091,1>
<33622,2>
<36771,3>
<37910,2>
<39035,2>
<39492,1>
<42193,1>
<43143,1>
<43172,1>
<45059,1>
<47179,1>
<47680,1>
<48518,1>
<48929,1>
<50034,1>
<50070,1>
<51363,1>
<52910,1>
<53749,1>
<54327,1>
<59110,1>
<59147,1>
<59473,6>
<59732,1>
<63471,1>
<64304,1>
<64855,1>
<65915,1>
<66573,1>
<67228,3>
<68499,1>
<68548,1>
<69710,1>
<69718,1>
<70577,1>
<71234,1>
<71820,1>
<73596,1>
<73622,3>
<74780,1>
<75405,1>
<75530,1>
<76044,1>
<82526,2>
<83041,1>
<83096,1>
<83738,1>
<84655,1>
<84732,1>
<86443,1>
<87400,1>
<87770,2>
<89445,1>
<90116,2>
<91697,1>
<93139,1>
<93394,1>
<94227,2>
<98419,1>
