<922,5>
<3814,2>
<6041,1>
<8564,1>
<9320,1>
<9426,1>
<9782,1>
<12426,1>
<12686,1>
<12753,1>
<14255,1>
<15140,1>
<16149,1>
<17804,2>
<19659,1>
<20771,1>
<20886,1>
<21683,1>
<22405,1>
<23084,1>
<25240,1>
<26111,1>
<26711,1>
<30481,2>
<31578,1>
<32362,1>
<32439,1>
<34004,1>
<34070,2>
<34107,1>
<35579,2>
<36867,1>
<37511,3>
<38555,1>
<41425,1>
<41547,1>
<42041,2>
<42193,2>
<42324,1>
<43541,1>
<46003,1>
<46554,2>
<46945,1>
<47497,1>
<48166,1>
<48658,1>
<50105,1>
<52033,1>
<53449,1>
<53536,1>
<53562,1>
<53750,1>
<54019,1>
<55981,1>
<56721,1>
<57913,1>
<59439,1>
<59660,1>
<62489,1>
<63316,2>
<63652,1>
<63822,1>
<65056,1>
<65662,1>
<66976,1>
<67296,1>
<68840,1>
<69294,2>
<69711,1>
<70035,1>
<70446,1>
<72088,1>
<72123,1>
<73635,1>
<74650,1>
<76044,1>
<78505,1>
<78733,1>
<81078,1>
<84125,1>
<85982,1>
<89434,1>
<90155,1>
<92213,1>
<92221,1>
<92456,1>
<93381,1>
<95687,1>
<95735,1>
<99599,1>
<99619,1>
