<5246,4>
<6041,1>
<10096,1>
<12753,1>
<12911,1>
<13391,1>
<13954,1>
<16869,3>
<18815,3>
<20250,1>
<20526,1>
<20743,1>
<22631,2>
<26941,1>
<28203,1>
<33089,2>
<35836,1>
<36880,2>
<40624,1>
<40685,1>
<41547,1>
<43035,2>
<43605,1>
<48437,1>
<48518,3>
<50908,2>
<51325,1>
<52886,1>
<53427,3>
<54180,1>
<54192,1>
<54638,1>
<55845,1>
<56383,1>
<57449,2>
<60498,1>
<61611,1>
<61762,1>
<62489,3>
<62884,1>
<64295,1>
<65774,2>
<65929,1>
<67007,1>
<68173,1>
<68427,1>
<72448,1>
<74277,1>
<74433,1>
<74756,1>
<75637,3>
<76044,1>
<76106,1>
<77646,2>
<81881,1>
<88658,1>
<89434,1>
<95000,1>
<95895,1>
<96254,2>
<98777,1>
