<209,11>
<869,1>
<2457,1>
<5910,1>
<5927,1>
<6041,1>
<7993,1>
<8664,1>
<9043,1>
<9115,4>
<10064,1>
<10765,1>
<11001,1>
<11123,1>
<11566,1>
<12426,2>
<12535,1>
<12753,1>
<13307,1>
<13732,1>
<13784,8>
<13886,1>
<14933,2>
<16772,2>
<16813,1>
<18182,1>
<18224,1>
<20021,2>
<20344,1>
<21696,1>
<21724,2>
<22181,1>
<22356,3>
<22631,1>
<24322,1>
<24419,3>
<24899,2>
<25280,1>
<25534,1>
<26711,1>
<27505,1>
<27526,1>
<27926,1>
<28138,1>
<28218,2>
<28559,1>
<28762,1>
<30773,1>
<34034,1>
<34695,1>
<35021,1>
<35379,1>
<35868,1>
<36603,1>
<37342,1>
<37797,3>
<38052,1>
<38224,2>
<39158,1>
<41762,2>
<42925,1>
<44246,1>
<46190,2>
<46829,1>
<47750,1>
<47806,1>
<47892,1>
<48966,1>
<49272,1>
<50010,1>
<50034,3>
<50551,1>
<50861,1>
<50969,1>
<51494,1>
<53536,2>
<53882,1>
<54574,1>
<56383,1>
<56628,1>
<56897,3>
<58670,1>
<58862,1>
<59147,1>
<59373,1>
<59532,1>
<59987,1>
<60615,2>
<61375,1>
<62304,1>
<62620,2>
<64354,1>
<65438,1>
<65915,1>
<66137,2>
<67088,1>
<67505,1>
<67638,1>
<68857,1>
<69086,1>
<69090,1>
<69109,1>
<69498,1>
<70607,2>
<72510,1>
<73533,1>
<74277,1>
<75313,1>
<75735,1>
<76044,1>
<76514,2>
<76999,1>
<77767,2>
<78733,1>
<79797,1>
<83521,1>
<83752,1>
<84383,1>
<84844,1>
<85066,2>
<87660,1>
<87861,2>
<88658,1>
<89546,1>
<90566,1>
<90840,1>
<91418,1>
<91554,1>
<92604,1>
<94484,1>
<95399,1>
<98558,1>
<99309,1>
<101083,1>
