<813,3>
<3798,1>
<5542,1>
<6041,1>
<6091,1>
<6805,1>
<8855,2>
<9426,2>
<9853,1>
<10474,1>
<11367,1>
<11721,1>
<12753,2>
<16010,1>
<19096,1>
<22181,1>
<25203,1>
<27424,1>
<30285,1>
<32710,1>
<38075,1>
<39230,1>
<40619,1>
<46834,1>
<47699,1>
<49074,1>
<51768,1>
<53161,1>
<53536,1>
<53557,1>
<54192,1>
<55981,1>
<56159,1>
<57824,1>
<60125,1>
<64198,2>
<65651,1>
<68036,1>
<70942,1>
<76044,1>
<76304,1>
<82381,1>
<83139,1>
<83489,4>
<84129,1>
<85787,1>
<87150,1>
<87253,1>
<88658,1>
<88763,1>
<89649,1>
<91318,1>
<92015,1>
<92477,1>
<92837,1>
<94227,1>
<95033,1>
<95687,1>
<95824,1>
<96386,1>
<97361,1>
<97415,1>
<97876,1>
<98129,1>
<101383,1>
