<2750,4>
<4922,1>
<5014,1>
<6041,1>
<8739,1>
<9102,1>
<9151,1>
<11692,1>
<11753,3>
<12753,1>
<13217,3>
<13784,1>
<14796,1>
<15752,1>
<16745,2>
<19259,1>
<20689,1>
<21724,2>
<25506,1>
<25934,1>
<30930,1>
<37413,1>
<39692,1>
<41950,1>
<42193,3>
<43143,1>
<47132,1>
<47332,1>
<48687,1>
<49939,1>
<50908,1>
<53322,1>
<53465,1>
<54040,1>
<54180,1>
<54822,1>
<58201,1>
<58564,1>
<58953,1>
<59147,1>
<60774,1>
<62360,1>
<63352,1>
<63913,1>
<64302,2>
<65121,1>
<65622,1>
<66904,1>
<69464,1>
<70872,1>
<73859,1>
<74277,1>
<75985,1>
<76044,1>
<77141,1>
<77969,1>
<78378,1>
<78920,1>
<79797,1>
<81215,1>
<81809,1>
<83431,1>
<83521,1>
<84891,1>
<87649,1>
<88394,1>
<89369,1>
<89667,3>
<90010,1>
<92846,1>
<93486,2>
<95000,1>
<99913,3>
<101231,2>
