<88,5>
<90,2>
<124,1>
<191,1>
<221,1>
<297,1>
<540,1>
<574,1>
<908,1>
<997,1>
<1444,1>
<1550,1>
<1831,1>
<1841,1>
<1886,1>
<1957,1>
<2133,1>
<2292,1>
<2458,1>
<2671,1>
<3008,1>
<3157,2>
<3175,1>
<3390,1>
<3407,1>
<3545,1>
<4023,2>
<4552,1>
<4604,1>
<4719,1>
<4788,1>
<5274,2>
<5289,1>
<5594,1>
<6393,1>
<6571,1>
<7047,1>
<7318,1>
<7388,1>
<8002,1>
<8004,1>
<8082,1>
<8110,1>
<8260,1>
<8402,2>
<8433,1>
<8633,1>
<9425,1>
<9427,1>
<9471,1>
<9570,2>
<10094,1>
<10618,1>
<10628,2>
<10829,1>
<10996,1>
<11138,1>
<11178,1>
<11293,1>
<11319,1>
<11367,1>
<11744,3>
<11758,1>
<11815,2>
<11995,1>
<12001,1>
<12183,1>
<12203,1>
<12250,1>
<12283,1>
<12401,1>
<12848,1>
<13104,1>
<13332,2>
<13442,1>
<13572,1>
<13799,1>
<13839,1>
<14083,1>
<14098,2>
<15054,1>
<15261,3>
<15274,1>
<15424,1>
<15426,1>
<15526,1>
<15604,1>
<15879,2>
<16030,1>
<16051,1>
<16480,2>
<16680,1>
<16790,1>
<16879,1>
<16882,1>
<16930,1>
<16943,1>
<16958,1>
<17046,1>
<17217,1>
<17703,1>
<17854,1>
<17873,1>
<17881,1>
<18013,1>
<18562,1>
<18658,1>
<18774,1>
<19035,1>
<19089,1>
<19108,2>
<19221,2>
<19293,3>
<19318,1>
<19804,2>
<19867,3>
<19870,1>
<19921,1>
<19956,1>
<20092,1>
<20105,1>
<20122,1>
<20131,1>
<20430,1>
