<33,5>
<203,1>
<256,1>
<272,1>
<998,1>
<1019,2>
<1411,1>
<1803,2>
<1824,1>
<2126,1>
<2515,1>
<2636,1>
<3045,2>
<3385,1>
<4318,1>
<4592,1>
<5620,1>
<6165,1>
<6351,1>
<6401,1>
<6520,1>
<6694,1>
<6785,2>
<7057,1>
<7431,1>
<7961,1>
<8028,1>
<8452,1>
<9186,1>
<9415,1>
<10094,1>
<10145,1>
<10389,1>
<10773,1>
<10829,1>
<11085,1>
<11585,1>
<11833,1>
<11840,1>
<12207,1>
<12268,1>
<12283,1>
<12401,1>
<12811,2>
<12814,1>
<13332,1>
<13873,1>
<14020,1>
<14024,1>
<14083,1>
<14183,1>
<14463,1>
<15280,1>
<15408,1>
<16879,1>
<16913,1>
<16922,1>
<17046,1>
<17306,2>
<17679,1>
<17703,1>
<17745,1>
<18432,1>
<18562,1>
<18589,1>
<18658,1>
<18966,1>
<19371,1>
<19467,1>
<19804,1>
<19995,1>
