<88,7>
<124,3>
<221,1>
<319,1>
<361,2>
<410,1>
<416,1>
<453,1>
<560,1>
<788,4>
<947,1>
<1464,2>
<1701,1>
<1776,3>
<2133,2>
<2293,4>
<2322,1>
<2370,8>
<2624,1>
<3038,1>
<3074,1>
<3157,4>
<3319,1>
<3352,1>
<3407,1>
<3491,1>
<3771,1>
<3829,2>
<4142,1>
<4552,1>
<4857,2>
<4997,2>
<5022,1>
<5143,1>
<5158,1>
<5332,1>
<5411,1>
<5462,3>
<5836,1>
<6261,1>
<6293,2>
<6542,2>
<6597,2>
<6733,1>
<6785,2>
<7272,1>
<7318,1>
<7354,2>
<7390,1>
<7416,1>
<7467,1>
<7651,1>
<7709,1>
<8004,3>
<8103,1>
<8146,1>
<8194,1>
<8439,1>
<8489,1>
<8504,2>
<8533,1>
<8664,1>
<8984,1>
<9001,1>
<9123,1>
<9167,2>
<9425,3>
<10257,1>
<10695,1>
<10717,1>
<10829,1>
<10945,1>
<11213,1>
<11319,1>
<11371,1>
<11674,1>
<11758,2>
<11908,1>
<12071,1>
<12127,1>
<12401,1>
<12465,9>
<12474,1>
<12631,1>
<12684,3>
<12944,1>
<12958,1>
<13132,1>
<13252,3>
<13286,2>
<13321,1>
<13332,1>
<13554,1>
<13882,1>
<13908,2>
<14023,1>
<14098,2>
<14143,3>
<14683,1>
<14713,3>
<15130,1>
<15462,1>
<15573,1>
<15686,1>
<15842,1>
<16156,1>
<16424,1>
<16572,1>
<16753,1>
<16863,1>
<17114,2>
<17387,1>
<17583,1>
<17703,1>
<18235,1>
<18563,1>
<18652,1>
<18658,1>
<18703,1>
<18707,1>
<18711,1>
<18740,1>
<18887,1>
<19057,1>
<19571,1>
<19804,2>
<19874,1>
<19899,1>
<20002,1>
<20066,1>
<20087,1>
<20270,1>
<20293,1>
<20326,1>
<20404,1>
<20457,1>
