<88,2>
<203,1>
<416,1>
<470,1>
<799,1>
<1256,1>
<1319,1>
<1579,1>
<1691,1>
<2133,1>
<2164,1>
<2554,1>
<2870,1>
<3545,1>
<3919,1>
<4282,1>
<4637,1>
<5028,1>
<5114,1>
<5245,1>
<5457,1>
<6197,1>
<6261,1>
<7020,1>
<7648,1>
<7840,1>
<8074,1>
<8254,1>
<8489,1>
<8654,1>
<9001,1>
<9374,1>
<9694,1>
<9833,1>
<10030,1>
<10122,1>
<10348,1>
<10829,1>
<11060,1>
<11307,1>
<11367,1>
<11766,1>
<12071,1>
<12401,1>
<12811,1>
<12976,1>
<13332,1>
<13584,1>
<13834,1>
<13904,1>
<14036,1>
<14463,1>
<14483,1>
<15948,1>
<15963,1>
<16051,1>
<16291,1>
<16520,1>
<16705,1>
<16762,1>
<17003,1>
<17134,1>
<17184,1>
<17371,1>
<17375,1>
<17419,1>
<17580,1>
<18321,1>
<18436,1>
<18563,1>
<18658,1>
<18689,1>
<18740,1>
<19141,1>
<19804,1>
<20032,1>
<20082,1>
<20177,1>
<20383,1>
<20443,1>
