<33,6>
<203,2>
<220,2>
<297,2>
<303,1>
<600,1>
<833,2>
<1057,1>
<1639,1>
<1727,2>
<2052,2>
<2071,1>
<2133,1>
<2179,1>
<2302,1>
<2454,1>
<2461,1>
<2727,2>
<2976,1>
<3038,1>
<3068,1>
<3216,1>
<3231,1>
<3329,1>
<3621,1>
<3670,1>
<3802,4>
<3922,1>
<4225,1>
<4383,1>
<4494,1>
<5654,1>
<6165,1>
<6281,2>
<6379,1>
<6785,2>
<7057,2>
<7197,1>
<7479,1>
<7810,2>
<8291,4>
<8489,1>
<8512,1>
<8868,1>
<8935,1>
<9116,1>
<9403,1>
<9479,1>
<10094,2>
<10158,1>
<10198,1>
<10375,1>
<10605,1>
<10829,1>
<11622,5>
<11715,2>
<11827,1>
<12071,2>
<12101,1>
<12166,1>
<12194,2>
<12219,1>
<12260,1>
<12401,1>
<12490,1>
<12610,2>
<12684,1>
<12717,1>
<12742,2>
<13000,1>
<13012,5>
<13112,1>
<13135,3>
<13197,1>
<13284,1>
<13302,1>
<13332,1>
<13572,1>
<13771,1>
<13827,1>
<13951,1>
<14013,1>
<14024,2>
<14083,1>
<14395,1>
<14491,1>
<15159,2>
<15350,1>
<15435,1>
<15595,1>
<16067,2>
<16152,2>
<16448,1>
<16908,3>
<16983,2>
<17085,2>
<17288,1>
<17457,1>
<17502,1>
<18175,1>
<18331,1>
<18389,9>
<18402,1>
<18658,1>
<18673,1>
<19108,1>
<19200,1>
<19467,1>
<19804,1>
<19878,2>
<20082,1>
<20101,1>
<20351,1>
<20521,2>
<20526,1>
<20553,1>
