<88,7>
<388,1>
<1550,1>
<2133,3>
<2302,1>
<2391,1>
<2967,1>
<3767,2>
<4196,1>
<4238,1>
<4701,3>
<4754,1>
<4857,1>
<5114,4>
<5304,1>
<5793,1>
<5799,1>
<5996,1>
<6202,1>
<6261,2>
<6543,3>
<6694,1>
<6767,1>
<6785,1>
<7272,1>
<7290,1>
<8028,1>
<8146,1>
<8308,1>
<8371,1>
<8473,1>
<8489,1>
<9001,1>
<9528,1>
<9788,1>
<10094,1>
<10353,1>
<10479,1>
<10484,1>
<10829,1>
<10851,1>
<10972,1>
<11051,1>
<11087,1>
<11176,1>
<11306,1>
<11344,1>
<11403,1>
<11674,1>
<11730,3>
<12071,1>
<12145,2>
<12201,1>
<12401,1>
<12413,1>
<12546,1>
<12608,1>
<12684,1>
<12736,2>
<12811,1>
<12848,2>
<12921,2>
<13248,4>
<13250,1>
<13302,1>
<13342,2>
<13904,1>
<14098,8>
<14227,4>
<14468,1>
<14470,3>
<14491,1>
<14672,1>
<14690,1>
<14740,1>
<14741,1>
<14982,1>
<15039,2>
<15042,1>
<15957,1>
<16376,1>
<16480,1>
<16572,1>
<16625,1>
<16753,1>
<16792,1>
<17046,1>
<17810,3>
<18010,1>
<18013,1>
<18490,1>
<18512,1>
<18563,1>
<18658,1>
<18740,1>
<18824,1>
<18877,1>
<18899,4>
<19485,5>
<19804,1>
<19924,6>
<20066,1>
