<2094,3>
<2120,1>
<2618,1>
<4061,1>
<5454,1>
<6041,1>
<7083,1>
<7420,1>
<10348,1>
<11920,1>
<12753,1>
<18594,1>
<19077,1>
<24835,1>
<24840,1>
<24845,1>
<25007,1>
<26756,1>
<27396,1>
<27458,2>
<27460,1>
<31862,1>
<33816,1>
<38484,1>
<41198,1>
<42154,1>
<42362,1>
<44281,1>
<45933,1>
<50100,1>
<50743,1>
<51292,1>
<53335,1>
<53935,1>
<56296,1>
<59977,1>
<61149,1>
<62334,1>
<62489,1>
<63825,1>
<65138,2>
<65994,1>
<68242,1>
<69457,1>
<69504,1>
<70653,1>
<71358,1>
<72134,1>
<76044,1>
<77193,1>
<81834,1>
<82669,1>
<83350,2>
<85484,1>
<86554,1>
<87239,1>
<87264,1>
<87597,1>
<89074,1>
<90010,1>
<91310,1>
<91418,1>
<91803,1>
<91935,1>
<94484,1>
<95640,1>
<96863,1>
<97631,2>
<98222,1>
<99291,1>
<99563,1>
<100217,1>
<100868,1>
<101036,1>
