<88,8>
<125,1>
<242,1>
<256,1>
<507,1>
<1740,1>
<2800,1>
<3347,1>
<3986,3>
<5014,1>
<5177,1>
<5328,1>
<5371,1>
<5575,1>
<5659,1>
<5871,2>
<6041,2>
<6392,4>
<6656,1>
<6788,1>
<6814,4>
<6998,1>
<7488,1>
<8837,1>
<9320,1>
<9412,1>
<9435,1>
<9791,1>
<10274,1>
<11123,1>
<11515,1>
<12180,1>
<12418,1>
<12426,1>
<12753,1>
<12907,1>
<13883,1>
<16166,1>
<16176,2>
<16349,1>
<16801,1>
<17763,2>
<18938,1>
<19229,1>
<19278,1>
<19418,1>
<19767,1>
<21457,1>
<21757,1>
<22525,1>
<22766,1>
<23448,2>
<23562,4>
<24303,2>
<24610,2>
<25117,1>
<26711,1>
<28368,1>
<28623,1>
<28926,2>
<29655,1>
<29909,1>
<30758,1>
<30930,1>
<31276,1>
<31324,1>
<31617,1>
<31707,3>
<32097,7>
<32135,5>
<32179,1>
<32514,1>
<32728,1>
<32932,1>
<33441,1>
<33844,1>
<33950,1>
<34212,1>
<34311,1>
<34552,1>
<34695,3>
<34813,1>
<35077,1>
<36023,2>
<36164,2>
<37489,1>
<37987,1>
<38427,1>
<38449,2>
<38989,2>
<39261,1>
<39397,1>
<40500,1>
<40740,1>
<41408,5>
<42046,3>
<42193,2>
<43035,1>
<43143,1>
<43186,1>
<43605,1>
<43845,1>
<44085,1>
<45528,2>
<45747,1>
<46273,1>
<47168,1>
<47359,1>
<47470,1>
<47599,1>
<47712,1>
<47750,2>
<47815,1>
<47892,1>
<48399,1>
<48966,1>
<49265,2>
<49409,2>
<49523,1>
<50051,1>
<50811,1>
<53479,1>
<53730,1>
<53851,2>
<53855,2>
<54634,1>
<54656,1>
<55428,1>
<55435,1>
<56048,1>
<56529,1>
<56539,1>
<56628,2>
<57577,1>
<58493,6>
<58786,2>
<59064,1>
<60190,1>
<60955,2>
<61024,1>
<61232,2>
<61762,1>
<62334,3>
<62795,1>
<62924,2>
<63571,1>
<63586,2>
<63601,4>
<64233,1>
<64338,1>
<65445,1>
<65669,1>
<65915,3>
<66320,1>
<66765,1>
<67048,2>
<67188,2>
<67400,1>
<67557,2>
<67906,1>
<68066,1>
<68698,1>
<68857,1>
<69499,1>
<69505,1>
<69679,2>
<70653,2>
<70872,1>
<70924,1>
<71552,1>
<71716,1>
<71890,1>
<72355,1>
<72742,1>
<73423,2>
<73501,2>
<73638,1>
<74131,1>
<74221,1>
<74461,1>
<74756,1>
<74780,1>
<76044,1>
<76621,1>
<76706,1>
<76847,1>
<77397,1>
<77560,1>
<77631,1>
<77668,1>
<77969,2>
<78577,2>
<78660,1>
<78667,1>
<78733,1>
<78925,2>
<79133,1>
<79419,1>
<79797,2>
<80255,1>
<80372,1>
<81899,1>
<83357,1>
<83653,1>
<83942,1>
<85484,1>
<85775,1>
<88394,1>
<88475,1>
<88873,5>
<88875,2>
<89582,1>
<90074,1>
<90187,1>
<90462,1>
<90467,1>
<91135,1>
<91537,1>
<91562,1>
<91609,1>
<91877,1>
<92452,1>
<93093,1>
<93381,1>
<94246,1>
<95000,1>
<95015,4>
<96739,1>
<97646,1>
<99016,2>
<99025,1>
<100117,1>
