<1347,5>
<1740,1>
<1945,3>
<1986,2>
<2620,1>
<3516,1>
<3885,1>
<4053,1>
<4129,1>
<5643,1>
<5997,1>
<6041,1>
<6408,1>
<6980,1>
<8667,2>
<9066,1>
<9103,1>
<9175,1>
<10307,2>
<10735,1>
<11079,1>
<11166,2>
<11415,1>
<12426,1>
<12486,2>
<12753,1>
<13981,1>
<14789,1>
<14796,1>
<14847,1>
<15046,1>
<15768,1>
<16407,1>
<16788,1>
<16871,1>
<17201,1>
<17437,1>
<17510,1>
<17750,1>
<18182,1>
<18956,1>
<20087,3>
<20544,1>
<20656,1>
<21768,1>
<22090,1>
<22579,2>
<23074,1>
<23084,1>
<23459,1>
<23921,1>
<24610,1>
<25534,1>
<26699,1>
<26711,1>
<27688,1>
<29188,3>
<29357,1>
<32154,1>
<32446,1>
<32728,1>
<33091,2>
<34533,1>
<35642,1>
<35836,1>
<35954,1>
<36744,1>
<37391,1>
<38075,2>
<38305,2>
<38427,1>
<38442,1>
<38489,1>
<39069,2>
<40049,1>
<40166,1>
<41355,1>
<41408,1>
<41780,1>
<42324,2>
<42374,1>
<42634,2>
<43188,1>
<44127,2>
<44147,1>
<44520,1>
<45453,2>
<45528,1>
<45831,1>
<46082,1>
<46430,1>
<46747,1>
<46945,1>
<47179,1>
<47261,1>
<47332,1>
<47470,1>
<47514,1>
<47750,1>
<48313,1>
<48518,1>
<48538,1>
<49349,3>
<49452,1>
<50559,2>
<50724,1>
<52081,1>
<53187,1>
<53376,1>
<53434,1>
<53536,1>
<53730,1>
<53969,1>
<54019,1>
<54480,1>
<54525,1>
<55782,1>
<56048,1>
<56644,1>
<56837,1>
<57218,1>
<57231,1>
<57301,1>
<58453,1>
<58953,1>
<59064,1>
<59147,2>
<60215,2>
<60810,1>
<60949,2>
<61841,1>
<61964,3>
<62166,2>
<62357,1>
<62924,4>
<63755,1>
<64464,1>
<64902,2>
<66187,1>
<67021,1>
<67190,1>
<67557,1>
<67906,1>
<68840,1>
<68857,1>
<69086,1>
<69109,3>
<69415,2>
<69621,1>
<70035,2>
<71170,1>
<71508,1>
<71820,1>
<71846,4>
<72546,2>
<72788,6>
<72937,3>
<73066,1>
<73678,1>
<73918,3>
<74704,1>
<75523,1>
<75865,1>
<76044,1>
<77947,1>
<78553,2>
<79238,1>
<79667,1>
<79869,1>
<80449,1>
<80482,1>
<81189,1>
<81656,1>
<81934,1>
<82207,2>
<82576,1>
<83296,2>
<83579,1>
<84970,1>
<85238,1>
<85241,1>
<85687,1>
<85775,1>
<85854,1>
<86035,1>
<86413,6>
<87372,1>
<87457,2>
<87513,2>
<89027,1>
<89238,2>
<89285,1>
<90288,1>
<90444,1>
<90506,1>
<90756,1>
<90841,1>
<90867,1>
<91122,1>
<91299,1>
<91330,1>
<91409,2>
<91418,2>
<91478,1>
<91818,1>
<91841,2>
<92303,12>
<92456,1>
<93086,1>
<93139,2>
<93664,1>
<93961,1>
<94382,3>
<95687,1>
<95731,1>
<95824,3>
<96910,1>
<96916,1>
<97404,1>
<97631,9>
<97971,1>
<98130,1>
<98297,1>
<98777,1>
<98880,2>
<99525,1>
