<766,3>
<2457,2>
<3986,2>
<4922,1>
<5096,1>
<5671,1>
<6041,1>
<6412,1>
<9791,1>
<12426,2>
<12753,1>
<14302,1>
<16635,1>
<18169,1>
<20145,2>
<21649,1>
<22663,1>
<23430,1>
<27458,1>
<27526,1>
<31912,4>
<32097,1>
<35947,1>
<35973,1>
<41762,1>
<46522,2>
<47750,1>
<47888,1>
<50100,1>
<53536,1>
<54193,1>
<58474,1>
<58857,1>
<59064,2>
<59778,1>
<63352,1>
<63902,1>
<65449,1>
<67638,1>
<68051,1>
<68990,1>
<71170,1>
<72845,1>
<75058,1>
<76044,1>
<76620,1>
<77630,1>
<77646,1>
<80767,2>
<82116,1>
<82378,2>
<83350,1>
<84844,1>
<86850,1>
<87278,2>
<88225,1>
<91146,1>
<91271,2>
<91350,1>
<93139,1>
<94914,1>
<97876,1>
