<3882,3>
<3966,1>
<6041,1>
<6240,1>
<7960,1>
<9402,1>
<10990,1>
<12426,1>
<12745,1>
<12753,1>
<13391,1>
<14414,1>
<17632,1>
<19104,2>
<22645,1>
<24627,4>
<24957,2>
<25903,1>
<26299,1>
<26711,1>
<32838,1>
<35893,2>
<35952,4>
<36126,1>
<40108,1>
<47750,1>
<50908,4>
<50922,1>
<51551,1>
<53536,1>
<56695,2>
<57301,1>
<57484,1>
<60544,1>
<62631,1>
<65046,1>
<66584,1>
<67638,1>
<69109,1>
<69701,1>
<71820,1>
<72517,1>
<76044,1>
<78718,1>
<78733,1>
<80015,1>
<83604,1>
<83990,1>
<85522,2>
<85924,1>
<88763,1>
<93093,1>
<93139,1>
<93168,1>
<94435,1>
<95687,1>
