<1001,5>
<1347,1>
<2036,1>
<2235,1>
<3882,1>
<6041,1>
<7181,2>
<12150,1>
<12753,1>
<13732,3>
<14139,1>
<15280,1>
<15622,1>
<19827,1>
<19890,1>
<20287,1>
<20635,1>
<21971,1>
<24796,1>
<26711,1>
<27286,1>
<33514,1>
<34376,1>
<35952,1>
<36495,1>
<37910,1>
<38449,1>
<38483,2>
<38828,2>
<42020,1>
<42324,1>
<43143,1>
<47777,3>
<50672,1>
<53536,1>
<55963,1>
<56066,1>
<58148,1>
<58853,2>
<59153,1>
<62360,1>
<63332,1>
<63445,1>
<63894,1>
<64338,1>
<65575,1>
<65779,6>
<68893,1>
<70602,2>
<73425,1>
<73501,1>
<76044,2>
<77982,1>
<78580,1>
<78590,1>
<78733,1>
<79971,1>
<80885,1>
<81777,1>
<82232,1>
<82987,1>
<83228,1>
<85237,1>
<85484,1>
<85743,1>
<86891,2>
<88332,1>
<89543,1>
<90010,1>
<94066,3>
<97691,1>
<98644,1>
<99227,1>
<100548,1>
<101544,1>
