<1342,3>
<3292,1>
<3741,1>
<3949,1>
<5014,1>
<5110,1>
<5542,1>
<5622,1>
<6041,1>
<6299,1>
<7394,1>
<7470,1>
<9836,1>
<10538,1>
<11750,2>
<11863,1>
<12426,1>
<12753,1>
<13770,1>
<15229,1>
<16313,1>
<17437,1>
<18013,2>
<25166,1>
<25508,1>
<28203,1>
<29314,1>
<30930,1>
<32536,1>
<32848,2>
<32950,1>
<34258,1>
<37268,2>
<39056,1>
<39128,1>
<39501,1>
<40115,2>
<42324,1>
<43691,1>
<44952,1>
<45181,2>
<45412,1>
<46533,2>
<47750,1>
<47815,1>
<49717,1>
<49781,1>
<50337,1>
<50459,1>
<50672,1>
<51013,1>
<53536,1>
<54433,1>
<55387,1>
<56658,1>
<57649,1>
<58341,1>
<58490,1>
<58901,1>
<59110,1>
<59373,1>
<61894,1>
<63536,1>
<64378,1>
<66016,1>
<66137,1>
<66831,4>
<68698,1>
<69504,2>
<69919,1>
<74164,1>
<75168,1>
<75958,1>
<75984,2>
<76044,1>
<76556,1>
<76600,1>
<77984,1>
<78083,1>
<78733,1>
<80763,1>
<81449,1>
<83015,1>
<83213,1>
<83521,1>
<84891,1>
<85698,1>
<87419,1>
<89198,1>
<89969,1>
<90309,1>
<91344,1>
<94360,1>
<95687,1>
<97123,1>
<98574,1>
<99394,1>
<99477,1>
<100606,1>
<101214,1>
