<825,4>
<2097,1>
<2457,1>
<5246,2>
<6041,1>
<6276,1>
<6636,2>
<8435,1>
<8779,1>
<12426,1>
<12753,1>
<13931,1>
<15245,1>
<15929,1>
<19991,1>
<20869,1>
<21567,1>
<24502,2>
<25330,1>
<25447,1>
<25534,1>
<25845,1>
<29006,1>
<32348,1>
<36057,1>
<37769,1>
<38283,1>
<38407,1>
<38916,1>
<39117,1>
<39410,1>
<39411,1>
<40070,1>
<40217,1>
<42324,1>
<42484,1>
<44731,1>
<44865,3>
<45521,1>
<45698,1>
<45836,1>
<48845,1>
<53536,1>
<55068,1>
<56627,1>
<58667,1>
<58816,1>
<61099,2>
<62499,1>
<63733,1>
<63857,1>
<63902,1>
<64789,1>
<72862,1>
<76044,1>
<76381,1>
<79436,1>
<83357,1>
<83431,1>
<85346,1>
<88580,1>
<89856,1>
<90462,1>
<94132,2>
<95285,1>
<95687,1>
<95779,1>
<96498,1>
<97306,1>
<97421,1>
<98230,1>
