<506,6>
<656,1>
<699,1>
<1352,2>
<3292,2>
<4922,1>
<5014,2>
<6041,1>
<6091,2>
<8022,1>
<8929,2>
<9018,3>
<9281,1>
<9402,1>
<9975,1>
<11236,1>
<12753,1>
<15935,1>
<16018,1>
<18304,1>
<19278,1>
<21104,2>
<21214,2>
<21845,1>
<22356,2>
<25087,1>
<25464,2>
<25534,1>
<26405,1>
<26711,1>
<27946,1>
<28203,1>
<28574,1>
<29173,2>
<30758,1>
<31464,1>
<31677,3>
<32770,5>
<33039,1>
<33074,2>
<34337,1>
<34791,1>
<34854,1>
<38481,21>
<39492,1>
<40166,1>
<42493,2>
<43011,1>
<43015,4>
<43172,2>
<45403,1>
<47132,1>
<47750,1>
<48077,1>
<48437,1>
<49272,1>
<49796,1>
<50034,1>
<52087,1>
<56257,1>
<56695,1>
<58642,1>
<59147,1>
<61638,1>
<62521,1>
<65022,5>
<67638,1>
<68698,1>
<69109,1>
<69294,1>
<71275,1>
<75984,1>
<75985,1>
<76044,1>
<76514,1>
<76575,1>
<77276,2>
<78378,1>
<78733,1>
<79306,1>
<81605,1>
<81862,1>
<82232,1>
<83431,1>
<84983,1>
<85402,1>
<86127,2>
<86505,1>
<87674,2>
<89434,1>
<90689,2>
<90906,1>
<93139,1>
<95285,1>
<96290,5>
<98025,1>
<98044,3>
<98222,1>
<98706,1>
<99063,2>
<99979,3>
<100507,1>
