<500,3>
<1483,1>
<2457,1>
<2470,1>
<4250,1>
<5698,1>
<6041,2>
<7356,1>
<7470,1>
<8480,1>
<9158,1>
<9227,1>
<12426,1>
<12753,2>
<14255,1>
<14873,1>
<19680,1>
<22960,2>
<24325,1>
<26711,1>
<32179,1>
<33060,1>
<34337,1>
<36611,1>
<37937,1>
<42324,1>
<46577,1>
<49015,1>
<52004,1>
<53536,1>
<53732,1>
<59979,1>
<61375,4>
<64992,1>
<66420,2>
<67007,1>
<74542,1>
<76044,2>
<80502,1>
<80676,1>
<81093,1>
<82995,1>
<84973,1>
<86349,1>
<88306,1>
<89824,5>
<90641,1>
<93139,1>
<96386,1>
<98057,2>
<98534,1>
<98580,1>
<99791,1>
<100350,2>
<101006,1>
<101205,1>
<101711,1>
