<100,9>
<171,2>
<252,1>
<1001,1>
<1347,1>
<1856,1>
<2618,1>
<3760,1>
<5014,1>
<5830,1>
<6041,1>
<6878,1>
<7616,1>
<8022,1>
<9333,2>
<10213,3>
<11675,1>
<12054,1>
<12753,1>
<13728,1>
<14255,1>
<15622,1>
<16018,2>
<18594,1>
<18956,1>
<22545,1>
<22946,2>
<26711,1>
<27506,3>
<28365,1>
<33196,1>
<35836,1>
<36867,1>
<37317,1>
<38239,2>
<38477,1>
<38481,1>
<39223,1>
<40687,1>
<40801,1>
<41762,2>
<43015,4>
<43913,1>
<45261,1>
<46367,1>
<47076,1>
<47132,1>
<47815,1>
<48989,1>
<49272,1>
<50250,1>
<57493,1>
<57889,1>
<59002,1>
<59232,1>
<59465,2>
<61010,1>
<61856,3>
<62489,1>
<63227,1>
<63316,1>
<63822,1>
<64432,1>
<64621,1>
<65138,1>
<65779,1>
<67638,1>
<68091,1>
<70023,1>
<71140,1>
<71457,1>
<72013,1>
<72493,2>
<74131,1>
<74927,1>
<76044,1>
<76093,2>
<76440,1>
<77276,1>
<78292,1>
<78406,1>
<78733,1>
<78741,1>
<79678,15>
<79697,2>
<79718,1>
<81035,1>
<81817,2>
<83866,1>
<85159,1>
<86127,1>
<86443,1>
<86554,1>
<86846,1>
<87908,2>
<88803,1>
<90155,1>
<90467,1>
<91686,1>
<91762,1>
<93823,1>
<94360,4>
<95465,2>
<96290,1>
<97278,1>
<99063,1>
<100507,1>
<100606,2>
