<1193,4>
<1725,1>
<1872,2>
<6041,1>
<7993,1>
<9175,1>
<12426,1>
<12753,1>
<12911,1>
<17193,1>
<19668,1>
<20250,1>
<21284,2>
<22631,1>
<23928,1>
<26711,1>
<28423,1>
<29207,1>
<31103,1>
<33935,1>
<34552,2>
<36565,3>
<38517,1>
<38617,1>
<41017,1>
<46902,2>
<48321,1>
<51950,1>
<53536,1>
<56881,3>
<58642,1>
<62499,1>
<62631,1>
<63652,1>
<63733,1>
<64189,2>
<64464,1>
<64796,1>
<65779,1>
<70483,1>
<73622,1>
<75974,1>
<76044,1>
<77516,1>
<78733,1>
<80448,2>
<82699,1>
<84097,1>
<89434,1>
<93615,2>
<96235,2>
<97736,1>
<99594,2>
<101389,3>
