<699,9>
<1536,1>
<2343,1>
<3292,1>
<4292,1>
<6041,1>
<6045,3>
<7162,1>
<8342,1>
<8876,4>
<9402,1>
<9435,3>
<9853,1>
<12051,4>
<12526,1>
<12606,1>
<12753,1>
<12911,1>
<13391,1>
<14246,1>
<14666,2>
<15815,1>
<19992,3>
<20620,1>
<22356,2>
<22716,1>
<24556,1>
<25572,2>
<26711,1>
<27460,2>
<28084,3>
<28138,1>
<30312,1>
<30651,1>
<31013,1>
<31239,2>
<32770,2>
<34258,3>
<34552,1>
<34584,1>
<34807,1>
<35362,1>
<36534,1>
<38481,2>
<41762,1>
<42324,5>
<42634,1>
<43143,1>
<44017,3>
<45199,1>
<46520,2>
<47815,1>
<50922,1>
<52473,1>
<53969,2>
<54357,4>
<54607,6>
<54893,1>
<55468,1>
<56678,1>
<58023,1>
<58114,1>
<58939,1>
<59312,4>
<60139,2>
<62754,1>
<62924,2>
<63010,1>
<63733,1>
<64341,6>
<65858,1>
<67906,1>
<68105,3>
<69198,4>
<69457,1>
<70392,5>
<70398,2>
<70483,2>
<71993,1>
<71997,1>
<72686,3>
<73244,1>
<73865,1>
<76044,1>
<76600,2>
<78705,1>
<81496,3>
<82378,2>
<84278,1>
<85484,1>
<86195,3>
<87372,2>
<88021,2>
<88177,2>
<88524,1>
<88688,1>
<89247,1>
<93917,2>
<94655,1>
<95285,1>
<95871,1>
<96707,11>
<100123,5>
