<2618,3>
<5355,2>
<5501,1>
<6041,1>
<6598,1>
<7234,1>
<7908,1>
<8354,1>
<9052,2>
<9437,1>
<10735,1>
<11367,1>
<12753,1>
<14454,1>
<16166,1>
<16313,1>
<20228,1>
<22716,1>
<23507,2>
<23525,1>
<24164,2>
<24802,2>
<29006,1>
<32179,1>
<34311,1>
<34381,1>
<36213,1>
<37590,1>
<39252,1>
<42160,1>
<44147,1>
<45283,2>
<47179,1>
<47712,1>
<50466,1>
<57829,1>
<59134,1>
<60007,1>
<62122,1>
<62334,1>
<62844,1>
<66137,1>
<67415,1>
<69061,1>
<72610,1>
<76044,1>
<76093,1>
<79103,1>
<80676,1>
<81215,1>
<89667,1>
<90448,1>
<91214,1>
<95824,1>
<97722,1>
<101601,1>
