<2618,5>
<4012,1>
<4528,1>
<5558,1>
<5622,1>
<6041,1>
<7557,1>
<9631,1>
<10551,2>
<12753,1>
<14109,1>
<14970,1>
<21284,2>
<21628,1>
<23536,1>
<24316,1>
<24899,1>
<25219,1>
<26166,2>
<27209,1>
<27897,1>
<27909,1>
<28413,1>
<30000,1>
<30930,2>
<31078,1>
<32770,1>
<35313,1>
<38214,1>
<38489,1>
<39175,1>
<42788,1>
<44192,1>
<45698,1>
<47823,1>
<49318,1>
<52352,1>
<53855,1>
<57889,1>
<58276,1>
<59373,1>
<59778,1>
<60563,1>
<60589,1>
<60613,1>
<60955,1>
<61063,1>
<62024,1>
<62489,1>
<63006,1>
<64796,1>
<64967,1>
<65779,1>
<65794,1>
<66225,3>
<68857,2>
<70977,2>
<73249,1>
<74164,2>
<75502,2>
<76044,1>
<77582,1>
<78236,1>
<78950,1>
<86637,21>
<87366,4>
<88404,1>
<88960,1>
<90136,1>
<91328,1>
<93150,1>
<94094,1>
<94536,2>
<95383,1>
<95617,1>
<95626,1>
<99176,2>
<101214,1>
<101552,2>
