<766,3>
<1347,2>
<1620,1>
<2618,1>
<2913,2>
<6041,1>
<7861,1>
<8933,2>
<9052,1>
<9791,1>
<9975,1>
<12426,2>
<12753,1>
<13728,2>
<13997,1>
<14383,1>
<16169,1>
<16313,1>
<16943,2>
<17183,1>
<18544,2>
<19822,1>
<19890,1>
<20734,1>
<21003,1>
<23084,1>
<26524,1>
<32362,2>
<32624,1>
<36259,5>
<36469,1>
<38810,1>
<40510,1>
<42193,1>
<42765,1>
<46611,1>
<47132,1>
<49371,1>
<49680,1>
<53536,2>
<55136,1>
<58566,1>
<59326,1>
<59904,1>
<60977,4>
<63278,1>
<63452,1>
<63571,5>
<67007,1>
<67638,1>
<67896,1>
<70476,2>
<71768,1>
<75313,1>
<76044,1>
<76759,1>
<77969,1>
<78733,1>
<80465,1>
<80528,1>
<80676,2>
<81577,1>
<81709,1>
<82655,2>
<82735,1>
<83710,2>
<84069,1>
<85672,1>
<86005,1>
<86495,1>
<88652,1>
<89381,1>
<90155,1>
<94330,2>
<94655,1>
<96362,1>
<97258,1>
<99042,1>
<99477,1>
<100358,1>
