<2618,5>
<6041,1>
<9791,1>
<11109,1>
<11680,2>
<12753,1>
<12956,1>
<13391,1>
<16018,1>
<21188,1>
<22061,2>
<26711,1>
<27508,1>
<28552,1>
<28821,1>
<33629,1>
<34298,1>
<36269,1>
<38427,1>
<42235,1>
<42695,1>
<43015,1>
<43035,3>
<46210,1>
<50201,1>
<50922,1>
<54433,3>
<56678,1>
<57829,1>
<60464,1>
<63465,1>
<66464,1>
<67191,1>
<70351,1>
<70945,2>
<71170,1>
<72505,1>
<75539,1>
<76044,1>
<78641,1>
<80344,1>
<82456,1>
<88658,1>
<89049,1>
<89281,1>
<90010,1>
<93139,1>
<94709,1>
<96836,2>
<97404,1>
<98350,1>
