<88,6>
<198,1>
<507,2>
<1727,1>
<2618,7>
<4528,5>
<5215,1>
<5870,1>
<6041,1>
<6297,2>
<6392,1>
<6788,1>
<7569,1>
<7616,1>
<8496,1>
<9052,1>
<9173,1>
<9938,1>
<11515,1>
<11697,2>
<11750,1>
<12155,1>
<12753,1>
<12907,1>
<14380,1>
<14796,1>
<16018,1>
<17359,2>
<17510,1>
<17603,3>
<17614,1>
<21593,1>
<23369,1>
<24905,1>
<25100,2>
<26299,1>
<26711,1>
<28100,4>
<28926,1>
<29640,1>
<30011,1>
<30342,1>
<30568,1>
<30725,1>
<30930,1>
<30982,1>
<31043,2>
<32067,1>
<32216,1>
<33805,1>
<34629,1>
<35227,1>
<35339,1>
<35489,1>
<36164,1>
<36495,1>
<37268,1>
<37489,1>
<39114,1>
<39230,1>
<39293,2>
<40973,1>
<42046,3>
<42515,1>
<42816,1>
<44085,1>
<44225,1>
<44497,1>
<44548,1>
<45059,1>
<45370,1>
<45437,1>
<45855,1>
<45986,1>
<46834,1>
<47076,2>
<47383,2>
<47680,1>
<47731,1>
<48078,1>
<48266,1>
<48518,1>
<49239,1>
<49407,1>
<49872,1>
<49888,1>
<50201,1>
<50267,1>
<50591,5>
<50922,1>
<51444,1>
<52033,1>
<52964,1>
<53099,1>
<53427,1>
<54152,2>
<54433,1>
<55487,2>
<56302,1>
<56628,2>
<57829,2>
<57972,2>
<58862,1>
<59110,1>
<59256,1>
<60076,1>
<60648,1>
<61408,1>
<62580,1>
<62637,1>
<62924,3>
<63181,1>
<63292,13>
<63733,1>
<64354,1>
<65045,1>
<65138,1>
<65428,1>
<66147,1>
<66313,1>
<66537,1>
<66839,1>
<67021,1>
<67188,1>
<67312,2>
<68091,1>
<70139,1>
<70446,1>
<70573,1>
<70653,1>
<71425,1>
<71444,1>
<72954,1>
<74094,1>
<74787,1>
<75485,1>
<75985,2>
<76044,1>
<76194,1>
<77041,1>
<77560,1>
<77668,1>
<78182,1>
<78550,1>
<79216,1>
<79764,1>
<79785,1>
<80570,1>
<81642,1>
<81698,1>
<82063,1>
<82103,5>
<82249,1>
<83942,1>
<85346,1>
<85484,4>
<85617,1>
<88802,1>
<89249,2>
<89582,1>
<89928,1>
<90010,1>
<90293,1>
<91418,1>
<91841,1>
<93548,1>
<94227,1>
<94709,1>
<95000,1>
<95687,3>
<95824,1>
<96014,1>
<96740,2>
<96901,1>
<97876,1>
<97987,1>
<97997,1>
<98416,1>
<99071,1>
<99176,5>
<99594,1>
<99955,4>
<100925,1>
<101711,1>
