<2618,5>
<3060,1>
<3550,1>
<5622,1>
<6041,1>
<6636,1>
<7993,1>
<10551,1>
<12506,1>
<12753,1>
<15992,1>
<16801,1>
<18169,1>
<21284,1>
<21724,1>
<29979,1>
<30669,3>
<30930,2>
<31276,1>
<31335,4>
<31578,1>
<32584,1>
<35944,1>
<41762,1>
<43845,1>
<44548,1>
<45698,1>
<47617,1>
<48426,1>
<49402,1>
<53187,1>
<56296,1>
<57889,2>
<58564,1>
<58862,1>
<64338,1>
<66098,1>
<66225,2>
<68857,2>
<68860,1>
<69086,1>
<69668,2>
<71817,1>
<75502,2>
<76044,1>
<76871,1>
<77653,2>
<78236,1>
<78382,1>
<80085,1>
<86185,1>
<87366,2>
<87457,1>
<87649,1>
<87660,1>
<89049,1>
<91975,1>
<97031,1>
<99176,1>
<99309,1>
<101521,1>
