<981,4>
<1817,1>
<1858,1>
<1872,3>
<2036,1>
<5014,1>
<5622,1>
<6041,1>
<6795,1>
<7470,1>
<8779,1>
<9195,1>
<10641,1>
<12753,1>
<14255,1>
<15665,1>
<19104,1>
<26448,1>
<26711,1>
<30050,1>
<30605,1>
<32451,1>
<33624,1>
<37342,1>
<38651,1>
<39431,1>
<42634,1>
<43506,1>
<45698,1>
<46238,1>
<46885,1>
<47305,1>
<48077,1>
<48518,3>
<54403,3>
<55058,3>
<58430,1>
<60215,1>
<60773,1>
<61607,1>
<62521,1>
<63492,1>
<66460,2>
<69238,1>
<72510,1>
<73833,1>
<75719,1>
<76044,2>
<77163,1>
<77594,1>
<78142,1>
<78236,1>
<78406,2>
<79843,1>
<81862,2>
<84891,1>
<86643,1>
<87372,1>
<88763,1>
<90121,2>
<91597,1>
<93139,1>
<95687,2>
<96091,1>
<96564,1>
<97361,1>
<99227,1>
