<310,22>
<766,1>
<1740,2>
<1986,6>
<2589,4>
<3263,1>
<3631,2>
<4000,2>
<4053,1>
<4400,1>
<5097,1>
<5152,3>
<5542,1>
<5549,2>
<5584,1>
<5795,3>
<6041,1>
<6091,1>
<8096,1>
<9175,1>
<9416,1>
<10087,2>
<10108,1>
<10271,11>
<10568,1>
<10849,2>
<10921,1>
<11125,1>
<11515,4>
<11595,3>
<12370,1>
<12406,1>
<12596,3>
<12723,2>
<12753,1>
<12911,1>
<13658,2>
<13732,2>
<13817,2>
<14076,2>
<14393,1>
<14419,5>
<15026,1>
<15336,2>
<15992,2>
<16272,1>
<16602,2>
<16605,1>
<16783,1>
<17310,1>
<18265,1>
<18721,4>
<18722,6>
<19278,1>
<20541,2>
<20886,2>
<21281,1>
<21415,1>
<21536,1>
<22194,2>
<22751,7>
<25032,3>
<25087,1>
<25100,1>
<25433,2>
<26711,1>
<27117,1>
<27817,1>
<28472,1>
<28735,4>
<29006,1>
<30024,1>
<30807,5>
<32346,1>
<32730,2>
<32738,1>
<32802,1>
<33039,1>
<33437,1>
<33955,3>
<34034,1>
<34194,1>
<35574,1>
<36175,2>
<36240,2>
<37393,1>
<37527,1>
<37984,1>
<38449,7>
<38555,1>
<38749,1>
<39014,6>
<39200,2>
<39223,1>
<39252,3>
<40300,1>
<40523,6>
<40650,1>
<41211,5>
<41839,4>
<43035,1>
<43078,3>
<43271,1>
<43704,1>
<43845,1>
<43938,8>
<44227,4>
<44848,1>
<44966,2>
<46068,1>
<46445,1>
<47288,1>
<47430,3>
<47808,1>
<47956,3>
<48077,4>
<48259,1>
<48518,1>
<49689,13>
<49717,5>
<50239,2>
<50545,9>
<50612,2>
<50716,1>
<51048,1>
<51806,2>
<52838,1>
<53213,1>
<53855,1>
<54344,1>
<55387,2>
<57505,1>
<58617,3>
<58751,9>
<58753,1>
<58825,1>
<58919,1>
<59600,5>
<59951,2>
<60873,2>
<61193,8>
<61201,1>
<61414,1>
<61932,5>
<62489,2>
<62570,2>
<62625,1>
<62705,1>
<62822,1>
<62922,2>
<63586,2>
<64009,1>
<64197,2>
<65009,1>
<65428,1>
<66187,1>
<67021,4>
<67093,1>
<67343,1>
<67351,1>
<68131,5>
<69498,3>
<69504,1>
<69666,1>
<69694,1>
<69919,4>
<70577,2>
<71181,1>
<71554,3>
<71768,1>
<72505,3>
<73548,1>
<74050,1>
<75234,1>
<76044,1>
<76247,1>
<76847,1>
<77349,1>
<77668,1>
<78378,2>
<78577,1>
<78926,1>
<79118,1>
<81035,1>
<81621,1>
<82123,1>
<82331,1>
<83708,1>
<83883,1>
<84260,1>
<84413,2>
<84458,1>
<84778,3>
<86546,1>
<87281,1>
<87306,2>
<87309,1>
<87845,2>
<90492,4>
<90506,1>
<90551,1>
<90605,2>
<90619,1>
<90705,1>
<91215,2>
<91554,1>
<91877,1>
<92195,1>
<92366,1>
<92396,9>
<93076,1>
<93093,3>
<94830,1>
<95048,2>
<95687,1>
<96901,1>
<97137,1>
<97249,14>
<97399,1>
<97795,2>
<98102,2>
<98494,1>
<99287,1>
<99895,1>
<100274,2>
<100276,2>
<100507,1>
<101047,3>
<101071,3>
<101413,1>
<101423,1>
