<1406,5>
<2391,1>
<3717,1>
<5106,1>
<6041,1>
<8378,1>
<10568,2>
<10813,1>
<11027,1>
<12161,1>
<12753,1>
<14458,10>
<15898,1>
<18579,1>
<18610,1>
<20027,1>
<22147,1>
<23082,2>
<23550,1>
<24526,2>
<36341,1>
<39886,1>
<40187,4>
<43215,4>
<43598,1>
<44958,2>
<45186,1>
<46296,1>
<48476,1>
<48666,1>
<49093,2>
<49606,1>
<53485,1>
<54787,1>
<59428,1>
<59600,6>
<59650,1>
<59951,4>
<65332,1>
<65379,2>
<68279,2>
<68373,2>
<68816,2>
<70236,2>
<71605,2>
<72088,1>
<73942,1>
<74453,4>
<76044,1>
<76793,1>
<78456,1>
<81726,2>
<83708,2>
<83846,2>
<84044,4>
<88012,1>
<89577,2>
<91870,2>
<92886,3>
<94945,1>
<95428,1>
<97249,1>
<97343,2>
<97399,6>
<99038,2>
<99394,1>
<99886,3>
<99895,2>
<100507,1>
<101546,1>
