<310,3>
<2589,1>
<3009,2>
<3263,1>
<6041,1>
<9175,1>
<10108,1>
<12426,1>
<12753,1>
<14579,1>
<15622,1>
<17067,1>
<17671,1>
<19059,1>
<19278,1>
<19922,1>
<20826,2>
<25087,1>
<25100,1>
<26711,1>
<28735,1>
<32994,1>
<36175,2>
<38272,1>
<38865,1>
<40007,1>
<43535,1>
<46068,1>
<46902,1>
<47808,1>
<48077,1>
<48259,1>
<49689,5>
<50239,2>
<50716,1>
<51524,1>
<53536,1>
<55387,2>
<56051,1>
<57612,1>
<61193,1>
<62489,1>
<66137,1>
<67638,1>
<67906,1>
<68131,1>
<68279,1>
<72088,1>
<73259,1>
<73669,1>
<76044,1>
<77276,1>
<77646,1>
<83708,1>
<83846,1>
<85238,2>
<85786,1>
<95687,1>
<101423,1>
