<300,5>
<656,1>
<681,1>
<849,1>
<922,1>
<967,2>
<1246,1>
<1347,1>
<1779,1>
<2654,1>
<3598,1>
<4000,1>
<4373,1>
<4537,1>
<4885,1>
<5040,1>
<5147,2>
<5239,1>
<6041,2>
<8401,1>
<8814,1>
<11384,1>
<12426,2>
<12753,1>
<12911,1>
<13356,1>
<13609,8>
<13758,1>
<14372,1>
<14579,1>
<14670,1>
<14738,1>
<16545,1>
<19278,1>
<19347,1>
<19370,1>
<19670,1>
<20513,1>
<21816,1>
<22685,1>
<23304,1>
<23601,1>
<24899,2>
<24965,2>
<26448,2>
<26711,1>
<28973,4>
<29699,2>
<31301,1>
<32994,1>
<34552,1>
<35525,1>
<37590,2>
<39261,1>
<39399,1>
<39431,1>
<39606,1>
<39964,1>
<40848,1>
<41178,4>
<41762,1>
<42190,1>
<43121,1>
<43589,2>
<43647,1>
<43808,1>
<47720,1>
<49908,1>
<50337,1>
<50723,1>
<51524,1>
<52093,1>
<53354,1>
<53536,3>
<53642,1>
<53822,1>
<53830,1>
<53885,1>
<54122,1>
<54558,1>
<55665,1>
<55837,1>
<57244,1>
<58985,1>
<59504,1>
<60097,1>
<61154,1>
<61681,1>
<61894,1>
<62489,1>
<63433,1>
<63571,1>
<64843,1>
<65009,1>
<65428,2>
<65736,1>
<65915,1>
<66262,3>
<67159,1>
<68131,1>
<68279,2>
<68373,1>
<68937,2>
<69961,1>
<70476,1>
<74050,4>
<75020,1>
<76044,1>
<77041,1>
<77646,2>
<78733,2>
<79221,1>
<80087,1>
<81475,1>
<81978,8>
<83658,1>
<83846,1>
<84205,1>
<84840,1>
<86443,1>
<87087,1>
<87304,1>
<89434,1>
<89512,1>
<90840,1>
<91363,1>
<91752,1>
<93775,2>
<94461,1>
<95048,2>
<95719,2>
<96106,1>
<96179,1>
<96549,1>
<97343,1>
<98421,1>
<99394,1>
<99634,1>
<100091,1>
<101656,1>
