<300,7>
<630,1>
<922,2>
<1406,13>
<1740,6>
<1986,12>
<2632,2>
<3717,2>
<4000,2>
<4478,5>
<4537,2>
<5299,2>
<5382,2>
<6041,1>
<6579,2>
<6645,2>
<8374,2>
<8425,4>
<8500,5>
<9320,1>
<10271,4>
<10531,2>
<11375,2>
<11423,1>
<12051,1>
<12058,2>
<12596,2>
<12753,1>
<12903,2>
<13143,2>
<13185,12>
<14269,4>
<14419,3>
<14451,2>
<14579,1>
<14638,3>
<15192,2>
<15604,8>
<15640,2>
<15971,3>
<15992,1>
<16645,2>
<18332,2>
<18913,1>
<19278,4>
<19370,4>
<20500,2>
<20541,1>
<22106,2>
<25032,2>
<25433,2>
<26943,4>
<28552,2>
<28735,6>
<28834,2>
<31901,4>
<32994,1>
<34097,3>
<39014,12>
<40523,6>
<40619,6>
<42190,5>
<42776,2>
<42996,3>
<43715,2>
<44227,2>
<44459,2>
<46530,2>
<46864,2>
<47527,2>
<47719,3>
<47956,2>
<49122,2>
<50545,3>
<52017,3>
<52093,2>
<52360,2>
<53147,2>
<53450,2>
<53852,2>
<53885,2>
<55347,2>
<56083,2>
<58751,3>
<59600,18>
<60873,2>
<61123,2>
<61382,2>
<61932,2>
<62746,1>
<63284,3>
<65579,3>
<65915,6>
<66262,3>
<67813,12>
<67981,2>
<68131,5>
<69090,5>
<69713,2>
<70476,6>
<71094,2>
<71741,1>
<71931,3>
<71955,5>
<72918,2>
<75485,1>
<75833,2>
<76044,1>
<76300,2>
<78926,1>
<79557,8>
<80495,1>
<81188,1>
<88920,3>
<89276,2>
<89538,6>
<91063,2>
<91363,8>
<92985,2>
<94183,2>
<95496,2>
<95687,1>
<96237,2>
<98485,2>
<99557,2>
<100826,2>
<101047,2>
