<1210,6>
<1347,1>
<6041,1>
<6392,1>
<7420,1>
<7438,1>
<9097,1>
<10735,2>
<12052,1>
<12150,1>
<12426,1>
<12686,1>
<12753,1>
<14630,1>
<15581,2>
<16169,1>
<17437,1>
<18169,1>
<18521,1>
<18807,1>
<19210,1>
<20710,1>
<22663,1>
<24610,2>
<26293,1>
<30298,1>
<30386,1>
<32977,1>
<34110,1>
<34258,1>
<36066,1>
<36373,1>
<37114,1>
<37723,1>
<38449,1>
<38865,5>
<39175,1>
<39822,1>
<43792,1>
<45477,1>
<46238,1>
<46818,1>
<46963,1>
<47132,1>
<47815,4>
<49705,2>
<53228,1>
<53536,1>
<54423,3>
<56051,2>
<56693,1>
<59457,4>
<59760,1>
<61310,1>
<61564,1>
<62114,1>
<62311,1>
<62563,1>
<63652,1>
<63902,1>
<64304,1>
<64688,1>
<66137,1>
<66320,1>
<67326,3>
<70139,2>
<70498,1>
<71275,1>
<71426,1>
<71741,1>
<71812,1>
<72771,1>
<73781,1>
<73918,1>
<76044,1>
<76093,1>
<76352,1>
<78733,1>
<78777,1>
<80314,1>
<84278,1>
<85191,3>
<85759,1>
<86923,1>
<87372,1>
<90995,1>
<91587,1>
<91732,3>
<91733,2>
<92213,1>
<94634,1>
<98691,1>
<99477,1>
<99979,1>
<101724,1>
