<1872,3>
<2134,1>
<2332,1>
<3042,2>
<4685,1>
<6041,1>
<8598,2>
<9254,1>
<10482,1>
<11920,1>
<12409,1>
<12562,1>
<13173,1>
<13393,1>
<13589,1>
<14178,1>
<17110,1>
<17278,1>
<18064,1>
<19033,2>
<20228,1>
<20388,1>
<20648,1>
<20967,1>
<21250,1>
<24371,1>
<25197,1>
<27539,1>
<28100,1>
<35518,1>
<36269,1>
<41057,1>
<41536,1>
<42523,1>
<42727,1>
<45589,1>
<48282,1>
<50100,2>
<50724,1>
<51239,2>
<52871,1>
<53374,1>
<55068,1>
<55213,2>
<55744,1>
<57910,1>
<58500,1>
<61379,1>
<61493,1>
<65138,1>
<66161,1>
<66537,1>
<66856,1>
<68420,1>
<70721,1>
<73031,1>
<75168,1>
<75234,1>
<76044,1>
<76106,1>
<76192,1>
<76649,1>
<77073,1>
<77408,1>
<78733,1>
<83484,1>
<85748,1>
<88041,4>
<90748,1>
<92837,1>
<98020,1>
<98759,1>
<99193,1>
<99357,1>
<100153,1>
<101699,1>
