<1872,3>
<6041,1>
<6304,1>
<6616,2>
<7124,1>
<9226,1>
<11515,1>
<12426,1>
<12753,1>
<13393,1>
<13992,1>
<17614,1>
<18079,1>
<19941,1>
<21791,1>
<27090,1>
<32166,1>
<32939,1>
<33171,1>
<33624,1>
<36162,1>
<38493,1>
<38702,1>
<41012,1>
<41762,1>
<42332,1>
<42796,1>
<43121,1>
<51606,1>
<53536,1>
<53825,1>
<54201,1>
<54716,1>
<54868,1>
<55398,1>
<55981,1>
<57875,1>
<61193,1>
<61681,1>
<62914,1>
<69198,1>
<70761,1>
<71812,1>
<76044,1>
<78698,1>
<78745,1>
<78984,1>
<80422,1>
<83752,1>
<84097,1>
<84108,1>
<87042,1>
<87809,1>
<88875,1>
<89661,1>
<90462,1>
<90495,1>
<97404,1>
<100872,2>
