<455,6>
<4684,2>
<6041,1>
<6943,1>
<9866,1>
<11813,1>
<12345,1>
<12426,2>
<12753,1>
<16765,2>
<16879,1>
<20463,1>
<20838,2>
<22624,1>
<23373,1>
<26915,1>
<34989,1>
<35478,1>
<38806,1>
<40488,1>
<41057,1>
<43172,1>
<44164,1>
<46115,1>
<46495,1>
<49512,1>
<53536,1>
<54638,1>
<58213,1>
<60628,1>
<62087,1>
<64442,1>
<67281,1>
<67649,1>
<67770,1>
<69272,1>
<70139,1>
<70636,1>
<71812,2>
<75142,2>
<76044,1>
<76793,1>
<78346,1>
<78984,1>
<84959,1>
<85528,1>
<86625,1>
<87339,2>
<91318,1>
<91783,1>
<92567,1>
<96436,1>
<101221,4>
