<1210,5>
<1347,3>
<2233,1>
<6041,1>
<6406,2>
<9097,1>
<9824,1>
<10166,2>
<10247,1>
<11680,1>
<12686,1>
<12753,1>
<12901,2>
<13110,1>
<13307,3>
<13393,1>
<15900,1>
<16481,2>
<16765,1>
<17139,1>
<18169,3>
<18521,1>
<19210,1>
<21705,1>
<21720,1>
<22663,1>
<24196,1>
<24899,1>
<30542,1>
<30626,1>
<32977,1>
<33969,2>
<34258,1>
<34877,2>
<34972,1>
<34973,1>
<36066,1>
<36744,1>
<38865,8>
<39175,1>
<39491,1>
<40685,1>
<42193,2>
<43143,1>
<43792,1>
<45477,1>
<47610,1>
<47815,2>
<49570,1>
<51745,1>
<53236,1>
<53479,1>
<53536,1>
<53581,1>
<54379,1>
<54423,2>
<54520,1>
<55897,1>
<56347,1>
<56911,1>
<57658,1>
<59147,1>
<59457,3>
<59760,1>
<60260,1>
<60541,1>
<60861,1>
<61395,1>
<61564,1>
<62311,1>
<62460,1>
<62754,1>
<63902,1>
<64248,1>
<64688,1>
<67114,1>
<67326,4>
<67628,1>
<68139,1>
<69498,1>
<70139,3>
<70718,1>
<71170,1>
<71275,1>
<71426,2>
<71812,1>
<72334,1>
<76044,1>
<76093,1>
<78233,1>
<79436,1>
<79613,1>
<79759,1>
<80314,1>
<80320,1>
<81785,1>
<82344,1>
<82533,2>
<83406,1>
<84524,1>
<85191,1>
<85484,1>
<85759,1>
<86127,1>
<87372,1>
<87450,1>
<89131,1>
<89236,1>
<90188,2>
<91732,4>
<93073,2>
<94634,1>
<95562,1>
<95687,1>
<96436,1>
<96910,1>
<98691,1>
<99477,1>
<100754,1>
<101083,1>
<101724,1>
