<1872,6>
<3348,1>
<4129,1>
<5235,1>
<5872,1>
<6041,2>
<9412,1>
<9824,1>
<11001,1>
<11515,1>
<12609,1>
<12753,1>
<14340,1>
<15105,1>
<16313,1>
<21696,1>
<22227,1>
<22774,1>
<25197,1>
<27396,1>
<27995,1>
<28970,1>
<29357,1>
<29826,1>
<30773,1>
<32468,1>
<32548,1>
<39397,1>
<41390,1>
<42821,1>
<44127,1>
<48259,1>
<48518,1>
<57301,1>
<59373,2>
<62453,1>
<62489,3>
<62499,1>
<62946,1>
<63491,1>
<64766,1>
<65773,2>
<65964,1>
<67906,1>
<68698,1>
<70719,1>
<71081,1>
<73402,1>
<73669,1>
<76044,1>
<78406,2>
<78980,1>
<80528,2>
<81259,1>
<82031,1>
<83286,1>
<83295,2>
<83521,1>
<83752,1>
<85748,1>
<85848,1>
<88200,1>
<88327,1>
<89434,1>
<90155,1>
<92466,1>
<96224,1>
<97632,1>
<97833,1>
<98650,1>
<98824,1>
