<1210,4>
<1347,2>
<2233,1>
<5892,1>
<6041,1>
<9097,1>
<12686,1>
<12717,1>
<12753,1>
<16765,1>
<18521,1>
<19210,1>
<25527,1>
<30070,1>
<33037,1>
<34258,1>
<35362,1>
<36066,2>
<38865,5>
<38991,1>
<39175,1>
<39491,1>
<42193,2>
<43792,1>
<44127,1>
<45477,1>
<46611,1>
<47815,2>
<49570,1>
<50295,1>
<51745,1>
<53479,1>
<54423,1>
<55996,1>
<56347,1>
<56582,1>
<56628,1>
<57658,1>
<59457,3>
<59760,1>
<60541,1>
<61010,1>
<61395,1>
<61564,1>
<62311,1>
<62330,1>
<63902,1>
<64248,1>
<64688,1>
<67326,3>
<68139,1>
<68296,1>
<69464,1>
<70139,2>
<70237,1>
<70718,1>
<71275,1>
<71426,1>
<76044,1>
<76093,1>
<80314,1>
<80320,1>
<82344,1>
<85191,1>
<85759,1>
<87372,1>
<89279,1>
<90188,1>
<91732,3>
<92232,1>
<93073,2>
<94634,1>
<95687,1>
<98691,2>
<99477,1>
<100754,1>
<101724,1>
