<1872,4>
<4045,1>
<4110,1>
<5014,1>
<5424,1>
<6041,1>
<6057,1>
<6616,1>
<10572,1>
<12426,1>
<12753,1>
<14410,1>
<16192,1>
<16313,2>
<17437,1>
<18182,1>
<18838,2>
<19140,1>
<20170,3>
<22704,1>
<23261,1>
<24467,1>
<25108,1>
<28110,1>
<30050,1>
<30591,1>
<30725,1>
<32066,2>
<36124,1>
<37585,1>
<38873,1>
<38916,1>
<39397,1>
<40523,1>
<40825,1>
<41826,1>
<44438,1>
<46082,3>
<46173,1>
<47031,1>
<47699,1>
<47778,1>
<51037,1>
<52964,1>
<53536,1>
<54520,1>
<55321,1>
<55981,1>
<58045,1>
<58541,1>
<58640,2>
<60803,2>
<61193,1>
<63652,1>
<64948,1>
<65056,1>
<68488,1>
<68857,1>
<69498,1>
<69961,1>
<70337,1>
<70581,1>
<74378,1>
<76044,1>
<77560,1>
<80789,1>
<83708,1>
<84610,2>
<86087,1>
<90155,1>
<91215,1>
<92759,3>
<93168,1>
<96714,1>
<99457,1>
