<88,47>
<112,1>
<202,8>
<230,1>
<242,5>
<447,1>
<485,2>
<584,1>
<606,1>
<656,4>
<725,1>
<922,1>
<955,3>
<1024,2>
<1193,1>
<1347,41>
<1386,1>
<1403,2>
<1433,1>
<1620,1>
<1679,1>
<1731,6>
<1740,4>
<1741,2>
<1743,1>
<1817,4>
<1882,3>
<1982,2>
<1986,1>
<2350,1>
<2367,1>
<2394,2>
<2426,1>
<2618,1>
<2620,3>
<2784,1>
<2803,1>
<2958,1>
<2970,4>
<2998,1>
<3002,1>
<3025,4>
<3166,1>
<3275,2>
<3292,12>
<3410,1>
<3625,1>
<3924,1>
<3933,7>
<3950,2>
<3989,3>
<4261,3>
<4275,3>
<4703,1>
<5099,10>
<5251,1>
<5392,1>
<5483,12>
<5575,1>
<5585,2>
<5659,9>
<5870,2>
<5932,1>
<6041,1>
<6175,2>
<6192,1>
<6297,2>
<6392,4>
<6417,2>
<6616,2>
<6636,5>
<6658,4>
<6696,5>
<6920,4>
<7113,2>
<7124,1>
<7140,1>
<7288,2>
<7345,2>
<7388,1>
<7422,1>
<7470,7>
<7822,2>
<8023,1>
<8435,1>
<8496,1>
<8507,9>
<8557,1>
<8656,1>
<8819,2>
<8933,1>
<9137,1>
<9175,2>
<9254,1>
<9299,2>
<9594,1>
<9606,2>
<9718,3>
<9755,55>
<9791,8>
<9923,1>
<9926,2>
<9950,2>
<9975,1>
<10096,1>
<10380,3>
<10496,1>
<10560,2>
<10676,1>
<10726,5>
<10735,9>
<10835,1>
<11001,5>
<11123,3>
<11221,1>
<11441,1>
<11750,1>
<11796,1>
<11821,1>
<11923,1>
<11938,2>
<11987,9>
<12033,1>
<12051,4>
<12136,2>
<12526,2>
<12606,1>
<12753,3>
<12907,3>
<12911,2>
<13173,1>
<13217,14>
<13228,1>
<13307,2>
<13356,1>
<13384,1>
<13391,2>
<13458,2>
<13472,1>
<13491,1>
<13665,2>
<13735,1>
<14047,1>
<14163,1>
<14218,26>
<14601,1>
<14620,3>
<14630,2>
<14666,1>
<14670,1>
<14831,2>
<14901,1>
<15117,1>
<15381,2>
<15431,1>
<15622,1>
<15623,2>
<15665,3>
<15914,1>
<15935,1>
<16018,2>
<16166,5>
<16169,6>
<16277,1>
<16313,7>
<16363,1>
<16410,2>
<16686,2>
<16772,4>
<16801,11>
<16813,8>
<16814,1>
<16906,1>
<16934,1>
<17097,4>
<17110,1>
<17183,6>
<17228,9>
<17386,22>
<17585,1>
<17595,1>
<17652,2>
<17801,5>
<17971,1>
<18013,3>
<18169,3>
<18182,1>
<18381,1>
<18401,8>
<18493,1>
<18590,1>
<18594,1>
<18597,5>
<18707,2>
<18938,10>
<19100,1>
<19197,26>
<19273,1>
<19278,3>
<19399,1>
<19423,1>
<19477,1>
<19579,1>
<19668,5>
<19703,6>
<19830,3>
<20024,2>
<20182,1>
<20228,1>
<20264,1>
<20506,1>
<20541,1>
<20549,1>
<20632,7>
<20897,3>
<20975,8>
<21016,1>
<21033,1>
<21403,1>
<21457,1>
<21469,2>
<21519,1>
<21639,1>
<21671,6>
<21682,1>
<21696,2>
<21724,14>
<22001,2>
<22126,1>
<22141,3>
<22181,1>
<22194,2>
<22463,2>
<22520,1>
<22525,1>
<22545,1>
<22579,2>
<22663,2>
<22872,2>
<23007,1>
<23083,1>
<23084,1>
<23144,1>
<23212,2>
<23333,3>
<23536,6>
<23657,1>
<23731,1>
<23783,1>
<23889,1>
<23958,1>
<23996,1>
<24076,1>
<24091,2>
<24224,13>
<24369,1>
<24802,1>
<24899,35>
<24905,2>
<25117,1>
<25219,1>
<25280,25>
<25296,5>
<25447,1>
<26231,1>
<26426,1>
<26526,2>
<26537,8>
<26572,1>
<26711,1>
<26908,1>
<26962,1>
<26972,3>
<27009,3>
<27025,1>
<27048,1>
<27460,2>
<27472,1>
<27606,1>
<27725,1>
<27818,12>
<27848,1>
<27981,1>
<28024,2>
<28110,2>
<28138,1>
<28181,1>
<28281,1>
<28324,1>
<28325,1>
<28368,4>
<28464,1>
<28489,1>
<28553,1>
<28606,3>
<28676,1>
<29005,1>
<29173,3>
<29188,3>
<29310,1>
<29314,1>
<29468,1>
<29522,2>
<29806,1>
<29878,1>
<30050,3>
<30214,1>
<30323,4>
<30519,1>
<30591,4>
<30630,1>
<30725,1>
<30727,1>
<30832,1>
<30930,32>
<31106,2>
<31149,1>
<31169,1>
<31324,4>
<31335,7>
<31387,1>
<31398,1>
<31464,1>
<31630,1>
<31801,1>
<32133,1>
<32163,1>
<32235,1>
<32293,3>
<32357,1>
<32446,4>
<32514,6>
<32554,1>
<32728,1>
<32730,1>
<32804,3>
<32994,1>
<33091,3>
<33441,1>
<33445,2>
<33546,1>
<33701,1>
<33707,1>
<33781,1>
<33858,1>
<33861,1>
<33935,3>
<34090,2>
<34231,1>
<34258,2>
<34330,3>
<34552,9>
<34564,4>
<34695,2>
<34716,1>
<34790,3>
<35024,1>
<35107,1>
<35362,1>
<35465,2>
<35492,1>
<35641,1>
<35642,2>
<35701,4>
<35808,1>
<35890,1>
<35893,1>
<35944,2>
<36164,2>
<36369,1>
<36447,1>
<36462,1>
<36483,1>
<36495,1>
<36562,1>
<36744,1>
<36867,1>
<36906,4>
<36957,1>
<37171,2>
<37253,1>
<37391,6>
<37550,2>
<37585,2>
<37590,1>
<37618,3>
<37727,2>
<37762,2>
<37929,2>
<38041,3>
<38077,1>
<38130,3>
<38238,1>
<38406,1>
<38427,30>
<38449,5>
<38515,1>
<38617,6>
<38639,1>
<38740,1>
<38749,1>
<38752,2>
<38852,1>
<38922,1>
<39014,1>
<39223,1>
<39431,2>
<39481,3>
<39501,1>
<39646,1>
<39827,3>
<39898,1>
<39907,1>
<40073,2>
<40132,1>
<40146,1>
<40166,2>
<40327,1>
<40439,1>
<40500,1>
<40523,1>
<40681,1>
<40685,2>
<40719,1>
<40731,1>
<40848,1>
<40953,2>
<40973,2>
<41012,1>
<41016,1>
<41043,1>
<41211,6>
<41293,2>
<41408,1>
<41626,3>
<41703,3>
<41762,2>
<41780,3>
<41839,2>
<41950,1>
<41962,1>
<42193,4>
<42324,2>
<42374,2>
<42451,1>
<42634,5>
<42679,1>
<42862,3>
<42867,1>
<43011,1>
<43015,1>
<43035,1>
<43143,2>
<43167,3>
<43367,1>
<43412,1>
<43549,1>
<43584,10>
<43845,2>
<44017,2>
<44085,17>
<44147,1>
<44255,2>
<44281,2>
<44324,1>
<44497,1>
<44510,1>
<44519,2>
<44580,12>
<44630,2>
<44635,1>
<44730,2>
<44744,1>
<44894,1>
<44966,4>
<45053,1>
<45542,1>
<45589,5>
<45660,1>
<45738,1>
<45855,3>
<46131,1>
<46210,5>
<46238,4>
<46367,1>
<46418,8>
<46464,1>
<46467,11>
<46495,6>
<46533,1>
<46554,1>
<46600,1>
<46611,2>
<46780,1>
<46788,2>
<46834,4>
<46902,1>
<47098,1>
<47132,2>
<47144,1>
<47179,1>
<47332,1>
<47341,1>
<47410,1>
<47470,2>
<47533,3>
<47680,3>
<47687,1>
<47716,1>
<47750,17>
<47753,1>
<47815,5>
<47826,1>
<47892,2>
<48047,4>
<48125,2>
<48321,1>
<48365,1>
<48426,10>
<48518,5>
<48556,3>
<48711,1>
<48845,3>
<48958,1>
<48966,3>
<48996,12>
<49265,1>
<49272,1>
<49352,1>
<49409,2>
<49461,3>
<49545,1>
<49586,12>
<49698,4>
<49833,1>
<49872,2>
<49968,6>
<50010,4>
<50034,1>
<50070,2>
<50100,5>
<50198,1>
<50337,6>
<50466,2>
<50549,1>
<50609,1>
<50631,1>
<50811,6>
<50814,2>
<50873,3>
<50922,1>
<51005,1>
<51032,7>
<51037,2>
<51190,17>
<51319,1>
<51415,1>
<51606,8>
<52285,1>
<52299,1>
<52462,1>
<52486,3>
<52648,1>
<52940,1>
<53125,2>
<53213,1>
<53472,1>
<53730,1>
<53786,2>
<53855,2>
<53882,2>
<53995,5>
<54192,1>
<54291,1>
<54433,4>
<54441,2>
<54457,1>
<54474,1>
<54480,1>
<54504,1>
<54634,12>
<54704,1>
<54744,1>
<54822,19>
<54899,1>
<55105,2>
<55151,3>
<55158,1>
<55288,9>
<55397,7>
<55428,8>
<55429,1>
<55471,2>
<55532,3>
<55614,1>
<55905,1>
<55963,1>
<56347,1>
<56383,4>
<56498,1>
<56587,2>
<56625,1>
<56628,1>
<56693,1>
<56771,3>
<56817,3>
<56911,3>
<57250,1>
<57301,1>
<57411,2>
<57593,1>
<57649,21>
<57889,8>
<57928,2>
<58149,7>
<58564,3>
<58642,3>
<58901,1>
<58969,2>
<58971,1>
<59002,1>
<59110,24>
<59134,1>
<59147,16>
<59151,1>
<59465,3>
<59484,1>
<59600,2>
<59660,3>
<59703,1>
<59778,1>
<59812,2>
<60163,1>
<60186,2>
<60215,2>
