<26,3>
<656,1>
<2757,1>
<6041,1>
<11694,2>
<12051,1>
<12426,1>
<12753,1>
<13391,1>
<14372,1>
<15815,1>
<15935,1>
<16174,1>
<17750,1>
<19290,1>
<20024,1>
<21403,1>
<24899,1>
<25924,1>
<26426,1>
<27946,1>
<29874,1>
<34909,1>
<38102,1>
<38484,1>
<39992,1>
<40780,2>
<42193,1>
<42324,1>
<44144,1>
<45464,2>
<45814,1>
<50034,2>
<53269,1>
<53536,1>
<54486,1>
<56693,1>
<58452,1>
<60215,1>
<60904,1>
<61327,1>
<61973,1>
<63278,1>
<63688,1>
<64142,2>
<66675,1>
<69504,1>
<69862,2>
<70139,1>
<70633,1>
<76044,1>
<76249,1>
<77963,1>
<77969,1>
<78062,1>
<79065,1>
<81745,1>
<81879,1>
<82761,1>
<86127,1>
<87150,1>
<91712,1>
<92213,1>
<95895,1>
<96461,1>
<97299,1>
<99309,1>
