<1347,5>
<5108,2>
<6041,1>
<6392,1>
<10380,1>
<11109,1>
<11142,1>
<11330,1>
<11566,1>
<11850,1>
<12426,1>
<12753,1>
<12911,1>
<14032,2>
<14652,3>
<15604,1>
<15665,2>
<16149,1>
<16313,1>
<16388,1>
<16401,1>
<16506,1>
<18169,1>
<18525,1>
<19197,1>
<19335,1>
<19890,1>
<23462,1>
<23536,1>
<23903,1>
<23975,1>
<24445,1>
<24899,2>
<26149,1>
<27946,6>
<29314,1>
<29357,1>
<29440,1>
<31015,1>
<31149,4>
<34050,1>
<35270,1>
<35310,1>
<37489,1>
<37987,2>
<38102,1>
<38232,1>
<38285,1>
<38305,2>
<43188,1>
<45199,1>
<45286,2>
<46845,2>
<47058,4>
<47132,2>
<47592,1>
<47750,1>
<48518,2>
<49875,1>
<50806,1>
<51048,1>
<52060,1>
<52211,1>
<53335,1>
<53536,2>
<53694,1>
<54001,1>
<54970,2>
<55079,1>
<55487,1>
<55866,1>
<58541,1>
<58953,2>
<58969,1>
<59812,1>
<60498,1>
<63935,2>
<64030,1>
<64354,4>
<64378,1>
<64417,1>
<66137,1>
<67131,1>
<67216,1>
<67682,1>
<68147,1>
<69464,3>
<69491,2>
<69504,1>
<70209,1>
<71820,1>
<72505,1>
<73234,1>
<74527,1>
<75058,1>
<76044,1>
<76793,1>
<76847,1>
<78291,1>
<79557,1>
<79565,1>
<80354,1>
<80876,1>
<82761,1>
<83220,2>
<83539,1>
<84805,1>
<85276,1>
<85698,2>
<85733,1>
<86759,1>
<87085,1>
<89028,1>
<89123,1>
<89434,1>
<89961,1>
<90293,3>
<91146,1>
<91318,1>
<91732,1>
<91818,2>
<94946,2>
<95687,3>
<99295,1>
<99309,1>
<100348,1>
<100390,1>
