<88,4>
<1347,2>
<6041,1>
<11342,1>
<12426,1>
<12753,1>
<13329,1>
<14032,1>
<15105,1>
<15461,1>
<15622,1>
<16801,1>
<18929,1>
<19074,2>
<21188,1>
<27498,1>
<28926,1>
<29188,1>
<30943,1>
<35663,1>
<36700,1>
<37116,1>
<37489,1>
<39898,1>
<42193,1>
<42634,3>
<47750,1>
<48518,2>
<48780,1>
<50034,1>
<53536,1>
<54033,1>
<55288,1>
<55317,1>
<55866,1>
<55957,1>
<62334,1>
<63661,1>
<64354,1>
<66435,2>
<68659,1>
<68698,1>
<69464,1>
<71173,2>
<71508,2>
<71742,1>
<72650,1>
<75313,1>
<75772,1>
<76044,1>
<76093,1>
<76135,1>
<77594,2>
<77969,1>
<79025,1>
<83521,1>
<83756,1>
<84100,1>
<90756,1>
<96342,1>
<97061,1>
<98415,1>
<99477,2>
<100227,1>
<100485,1>
<100653,1>
