<88,45>
<125,1>
<242,2>
<606,1>
<656,2>
<1084,1>
<1246,1>
<1275,3>
<1279,8>
<1347,21>
<1741,1>
<1942,1>
<1986,6>
<2378,2>
<2589,1>
<2970,4>
<2975,1>
<2980,1>
<3025,6>
<3183,2>
<3292,4>
<3525,1>
<3541,1>
<3944,1>
<4261,6>
<4372,1>
<4732,18>
<5014,3>
<5108,2>
<5483,6>
<5496,1>
<5643,1>
<5659,1>
<5871,2>
<6006,4>
<6041,1>
<6091,1>
<6297,2>
<6392,12>
<6402,1>
<6417,3>
<6543,1>
<6658,2>
<7140,5>
<7201,1>
<7470,2>
<8071,1>
<8146,1>
<8435,3>
<8507,1>
<8770,4>
<9175,1>
<9299,2>
<9343,1>
<9509,1>
<9755,1>
<9791,2>
<9836,3>
<9951,1>
<9975,1>
<10143,1>
<10220,1>
<10321,1>
<10409,1>
<10496,1>
<10676,2>
<10757,1>
<10805,1>
<10845,3>
<11048,1>
<11109,4>
<11123,6>
<11367,2>
<11618,1>
<11646,1>
<11965,1>
<11967,3>
<12136,1>
<12458,2>
<12535,2>
<12606,1>
<12753,1>
<12847,1>
<12867,1>
<12901,1>
<12907,4>
<13173,1>
<13491,1>
<13767,1>
<13956,1>
<14032,1>
<14041,1>
<14255,1>
<14372,2>
<14418,1>
<14670,1>
<14747,1>
<14835,2>
<14861,1>
<15060,2>
<15413,1>
<15604,3>
<15935,6>
<16018,2>
<16166,1>
<16169,1>
<16259,3>
<16313,2>
<16349,1>
<16654,8>
<16801,2>
<16813,4>
<17110,2>
<17183,3>
<17281,2>
<17437,5>
<17540,2>
<17699,1>
<17763,1>
<17801,1>
<18594,7>
<18597,1>
<18956,1>
<18972,2>
<19197,4>
<19830,1>
<19871,1>
<19872,1>
<20077,2>
<20219,2>
<20449,2>
<20465,1>
<20506,5>
<20541,1>
<20605,1>
<21002,1>
<21250,3>
<21267,2>
<21445,2>
<21556,1>
<21724,2>
<22043,1>
<22181,5>
<22194,1>
<22663,1>
<22716,1>
<22954,2>
<23007,1>
<23513,2>
<23783,1>
<23996,2>
<24271,1>
<24445,1>
<24730,1>
<24745,1>
<24802,19>
<24899,17>
<24918,1>
<25219,4>
<25296,3>
<25924,1>
<26526,3>
<26537,4>
<26711,1>
<26715,3>
<26767,1>
<26975,1>
<27077,6>
<27082,1>
<27085,2>
<27086,1>
<27688,1>
<27818,3>
<27848,6>
<27946,2>
<28100,2>
<28110,5>
<28181,6>
<28324,2>
<28370,3>
<28423,1>
<28553,1>
<28648,5>
<29006,1>
<29188,1>
<29298,5>
<29314,1>
<30313,1>
<30568,1>
<30710,1>
<30711,1>
<30725,1>
<30930,6>
<31117,7>
<31324,1>
<31335,3>
<31370,1>
<31464,1>
<31623,4>
<31630,1>
<31659,4>
<31672,1>
<31845,1>
<32133,3>
<32138,1>
<32179,1>
<32446,3>
<32514,1>
<32614,2>
<33091,5>
<33122,1>
<33159,1>
<33163,3>
<33174,1>
<33362,2>
<33631,2>
<33696,1>
<33781,1>
<33935,1>
<33973,1>
<33988,5>
<34212,1>
<34258,4>
<34330,6>
<34552,4>
<34564,1>
<34695,1>
<34716,2>
<34967,1>
<34979,1>
<35362,1>
<35411,1>
<35425,1>
<35719,1>
<35730,1>
<35836,2>
<36164,1>
<36220,2>
<36884,2>
<36906,2>
<36957,1>
<37541,3>
<37550,2>
<37618,2>
<37879,7>
<38406,10>
<38427,2>
<38449,12>
<38639,1>
<38905,2>
<38922,2>
<39014,2>
<39040,1>
<39146,1>
<40007,1>
<40523,1>
<40624,1>
<40650,1>
<40780,2>
<40848,1>
<41088,4>
<41141,1>
<41409,1>
<41699,1>
<41703,1>
<41762,9>
<41764,1>
<42193,4>
<42197,1>
<42634,2>
<42880,2>
<42888,2>
<43035,1>
<43143,1>
<43172,1>
<43532,2>
<43584,1>
<44085,3>
<44246,1>
<44395,1>
<44580,2>
