<2,5>
<197,1>
<499,1>
<655,1>
<1013,1>
<1453,1>
<1627,1>
<2025,1>
<2258,1>
<2348,1>
<2637,1>
<2685,1>
<2717,2>
<2738,1>
<2767,1>
<3434,1>
<3776,1>
<3930,1>
<4100,1>
<4147,2>
<4175,1>
<4195,1>
<4356,1>
<4430,1>
<4715,2>
<4799,1>
<4881,1>
<5324,1>
<5506,2>
<5625,1>
<5741,7>
<5767,1>
<5896,2>
<5915,1>
<6033,2>
<6096,1>
<6584,1>
<6799,1>
<6889,2>
<7082,1>
<7104,1>
<7217,1>
<7291,6>
<7332,1>
<7380,1>
<7437,4>
<7892,1>
<7926,1>
<8059,1>
<8185,1>
<8196,1>
<8387,1>
<8492,1>
<8523,1>
<8576,1>
<8823,2>
<8941,1>
<9011,1>
<9823,1>
<10075,1>
<10113,1>
<10206,1>
<10375,1>
<10392,2>
<10468,1>
<10576,1>
<10968,1>
<11026,1>
<11076,4>
<11152,1>
<11304,1>
<11382,1>
<11593,1>
<11854,1>
<12091,1>
<12264,3>
<12871,2>
<13833,1>
<14077,1>
<14133,1>
<14182,1>
<14375,2>
<14777,1>
<15424,1>
<15633,2>
<15750,1>
<15867,1>
<16084,1>
<16392,4>
<16532,1>
<16770,1>
<16887,1>
<17192,1>
<17351,1>
<17354,1>
<17733,1>
<17749,1>
<17824,1>
<17976,1>
<18065,1>
<18153,1>
<18482,1>
<18740,1>
<18821,1>
<19058,1>
<19065,1>
<19362,1>
<19576,1>
<19978,2>
<20189,1>
<20325,4>
<20545,1>
