<40,6>
<444,1>
<656,1>
<1210,5>
<4373,1>
<5235,2>
<5334,1>
<5864,1>
<6041,1>
<6233,1>
<8129,1>
<9175,1>
<12426,1>
<12753,1>
<14833,1>
<14906,1>
<15945,1>
<16313,1>
<16910,1>
<17652,1>
<18013,1>
<18521,1>
<19026,1>
<19481,1>
<21724,1>
<22524,1>
<22801,1>
<22924,1>
<23084,1>
<25104,1>
<25690,1>
<28110,1>
<28464,1>
<28926,1>
<30605,1>
<32586,1>
<33196,1>
<34110,1>
<35362,1>
<36398,1>
<36408,1>
<37550,1>
<37910,1>
<38074,1>
<38427,1>
<38442,1>
<38477,2>
<40493,1>
<40973,1>
<41198,2>
<41606,1>
<42161,1>
<42193,3>
<42634,1>
<43143,1>
<44017,3>
<45199,1>
<45691,1>
<46397,1>
<47750,1>
<48134,1>
<50100,1>
<50672,1>
<50922,1>
<53536,1>
<53855,1>
<57565,1>
<58642,1>
<58934,1>
<59045,1>
<60190,1>
<60191,1>
<60955,1>
<61141,2>
<61232,1>
<62012,1>
<62304,1>
<63093,1>
<63323,1>
<63571,1>
<63599,1>
<63696,1>
<63913,1>
<66137,1>
<66313,1>
<68698,1>
<69086,1>
<69105,1>
<69123,1>
<69499,2>
<69530,1>
<69745,1>
<70104,1>
<72869,1>
<73028,1>
<73940,1>
<74164,1>
<74842,1>
<75006,1>
<75738,1>
<76044,2>
<77049,1>
<77276,2>
<77969,1>
<78745,1>
<80393,1>
<80570,1>
<80579,2>
<81969,2>
<87649,1>
<88162,1>
<88228,1>
<88763,1>
<89266,1>
<93073,1>
<93909,1>
<94215,1>
<94382,1>
<94484,1>
<95687,1>
<95830,1>
<96863,3>
<98730,1>
<98837,1>
<100176,1>
