<1210,3>
<1347,2>
<2036,1>
<2457,1>
<5235,1>
<6041,1>
<6658,1>
<7635,1>
<8854,1>
<9097,1>
<9791,1>
<11850,1>
<12426,1>
<12526,2>
<12753,1>
<16746,1>
<16804,1>
<16907,1>
<18169,2>
<20374,1>
<20710,1>
<21017,1>
<21240,1>
<23690,1>
<24219,1>
<26711,1>
<27551,1>
<27799,1>
<29067,1>
<29314,1>
<29566,1>
<30519,1>
<30591,1>
<31071,1>
<33452,1>
<34854,1>
<35115,1>
<35836,1>
<37987,1>
<40895,1>
<42193,1>
<42634,1>
<43495,1>
<46611,1>
<50922,2>
<51551,1>
<53536,1>
<54423,1>
<54927,1>
<55387,1>
<55848,1>
<59147,1>
<62768,1>
<62786,1>
<64463,2>
<64796,1>
<66218,1>
<69259,1>
<69429,1>
<69498,1>
<70633,2>
<72650,1>
<73669,1>
<73838,1>
<74776,1>
<75162,1>
<76044,1>
<78378,1>
<78718,1>
<80211,1>
<81035,1>
<82063,2>
<82380,1>
<83521,1>
<84839,1>
<85346,1>
<86204,1>
<86443,1>
<89546,1>
<89811,1>
<90347,2>
<91477,1>
<98058,1>
<98604,1>
<100123,1>
<100920,1>
<101214,1>
