<40,5>
<656,2>
<1210,4>
<1347,1>
<2218,1>
<2585,1>
<2800,1>
<3503,1>
<3525,1>
<3625,1>
<4820,1>
<5235,1>
<5251,1>
<5334,1>
<5622,1>
<5854,1>
<6041,1>
<7420,1>
<7601,2>
<7752,1>
<7908,3>
<9052,1>
<9824,1>
<11001,1>
<11109,1>
<12753,1>
<13393,1>
<13716,3>
<14630,1>
<14833,1>
<15824,1>
<15945,1>
<16313,2>
<16910,1>
<18041,1>
<18064,1>
<18169,1>
<20710,1>
<20974,1>
<21519,1>
<21696,1>
<22801,1>
<23084,1>
<23302,1>
<24000,1>
<24445,1>
<25534,1>
<25690,1>
<26211,1>
<26308,2>
<27192,1>
<27946,1>
<28865,1>
<30626,3>
<31432,1>
<31672,2>
<32586,1>
<32977,1>
<33728,1>
<36398,1>
<36408,1>
<38442,2>
<38477,2>
<39244,1>
<39963,1>
<40331,1>
<40493,1>
<40973,2>
<41198,1>
<41422,1>
<41762,1>
<42161,1>
<42193,7>
<44017,4>
<44328,1>
<45125,1>
<45199,1>
<45691,1>
<45698,1>
<46845,1>
<47750,1>
<47815,1>
<48134,1>
<48518,1>
<48940,1>
<50100,1>
<50922,1>
<53828,1>
<53858,1>
<54423,2>
<54927,1>
<57251,2>
<57565,1>
<58114,1>
<59147,1>
<59457,1>
<60215,1>
<60280,1>
<60804,1>
<61141,1>
<61232,1>
<62304,1>
<62499,1>
<62705,2>
<62820,1>
<62924,1>
<63465,1>
<64998,2>
<66435,1>
<66659,1>
<67326,1>
<68051,1>
<68296,1>
<68698,2>
<68990,1>
<69086,1>
<69679,1>
<69745,1>
<70104,1>
<70139,4>
<70997,1>
<72869,1>
<73940,1>
<74164,1>
<74421,1>
<75006,1>
<75794,1>
<76044,2>
<76835,1>
<77276,2>
<78236,1>
<78378,1>
<78622,1>
<78733,1>
<78745,2>
<78821,1>
<79738,1>
<79987,1>
<80393,2>
<81969,4>
<82036,1>
<82920,1>
<83394,1>
<83406,1>
<83431,1>
<83432,1>
<85457,1>
<85748,1>
<85894,1>
<86051,1>
<86127,2>
<87042,1>
<88162,1>
<89221,1>
<89266,1>
<89586,1>
<90121,1>
<90995,1>
<91172,1>
<91773,1>
<93073,1>
<93909,1>
<94382,3>
<94625,1>
<95622,1>
<95687,1>
<96607,1>
<96952,1>
<97123,1>
<97249,2>
<97846,1>
<98146,1>
<98730,1>
