<242,5>
<1482,1>
<2201,1>
<4045,2>
<5371,1>
<5745,1>
<6041,1>
<7596,1>
<8013,1>
<8086,2>
<9890,1>
<9926,1>
<10005,2>
<11515,1>
<11747,1>
<11987,1>
<12426,1>
<12753,1>
<13391,1>
<13455,1>
<14106,1>
<14670,1>
<15381,1>
<15431,1>
<15665,1>
<16166,1>
<16192,1>
<16563,1>
<18521,1>
<18815,2>
<19938,1>
<20139,1>
<21683,2>
<21724,1>
<22261,1>
<22593,1>
<25117,1>
<25280,2>
<26711,1>
<26908,1>
<28181,1>
<28361,1>
<30528,1>
<30725,1>
<31464,1>
<33589,1>
<35385,1>
<37590,1>
<38483,2>
<41057,1>
<41780,3>
<42193,2>
<43459,1>
<43799,1>
<46418,3>
<47132,1>
<48250,1>
<48518,1>
<50028,3>
<50922,1>
<52004,1>
<52116,1>
<52471,1>
<52473,1>
<52914,1>
<53536,1>
<54192,2>
<54480,1>
<56107,1>
<58985,1>
<59539,1>
<59635,1>
<59778,1>
<60318,1>
<61207,1>
<64425,1>
<65303,2>
<65915,1>
<66277,1>
<68698,1>
<69061,1>
<69105,4>
<69109,2>
<69429,3>
<69732,1>
<74131,1>
<74776,1>
<74919,1>
<75984,1>
<76003,1>
<76044,1>
<76514,1>
<77104,4>
<77579,1>
<77969,3>
<78867,1>
<79844,1>
<81035,2>
<83896,1>
<86203,1>
<87814,1>
<89247,1>
<91418,1>
<92461,1>
<92806,2>
<92958,1>
<93356,2>
<94227,1>
<94382,1>
<94946,1>
<96849,1>
<98008,2>
<98129,1>
<100204,1>
<100276,1>
<101601,1>
