<5854,5>
<5998,1>
<6041,1>
<6220,1>
<9824,1>
<12426,2>
<12753,1>
<13093,1>
<13173,1>
<13307,1>
<13402,2>
<17534,1>
<20425,1>
<23024,1>
<24401,1>
<24415,1>
<26711,1>
<27936,1>
<29779,1>
<31546,1>
<34552,1>
<35836,1>
<36049,1>
<37588,2>
<38305,4>
<38406,1>
<41293,2>
<41762,2>
<42193,1>
<44017,1>
<45538,2>
<49968,7>
<50337,1>
<50811,1>
<50922,1>
<51442,1>
<51470,1>
<52877,1>
<53536,3>
<54180,1>
<54307,1>
<54634,1>
<55468,3>
<56099,1>
<57210,1>
<59147,2>
<60003,1>
<64474,1>
<68033,1>
<68698,1>
<68802,1>
<68907,1>
<70139,1>
<71341,1>
<73468,1>
<75092,1>
<76044,1>
<76187,1>
<77969,1>
<78698,1>
<78733,1>
<79869,1>
<80868,1>
<82688,2>
<85138,1>
<85402,1>
<86443,1>
<87809,1>
<89070,1>
<90345,1>
<91448,1>
<91648,3>
<94777,1>
<96549,1>
<96621,1>
<96706,1>
<97010,2>
<98257,1>
<100123,1>
