<922,3>
<1617,1>
<2457,2>
<2878,1>
<5033,2>
<5147,1>
<6041,1>
<6380,1>
<6392,1>
<6950,1>
<11515,1>
<11757,2>
<12426,1>
<12753,1>
<14660,1>
<15808,2>
<16150,1>
<20811,1>
<22570,1>
<24040,1>
<29617,1>
<29699,2>
<37367,1>
<41145,1>
<41525,1>
<43605,1>
<45247,1>
<50337,1>
<51792,1>
<52615,1>
<52798,2>
<52902,1>
<53180,1>
<53536,1>
<53547,1>
<54135,1>
<55556,1>
<59532,1>
<62751,1>
<63645,1>
<66097,1>
<66320,1>
<66709,1>
<67763,1>
<68149,1>
<69785,1>
<71426,1>
<72296,1>
<73372,1>
<73669,1>
<75131,2>
<76044,1>
<76766,1>
<77969,1>
<78339,1>
<78698,1>
<78733,1>
<82031,1>
<83521,1>
<85346,1>
<87473,1>
<87713,2>
<89546,1>
<89914,1>
<94359,1>
<96901,2>
<99309,1>
