<40,3>
<656,1>
<1210,4>
<1332,1>
<5334,1>
<6041,1>
<12686,1>
<12753,1>
<14833,1>
<15945,1>
<16313,1>
<16377,1>
<16910,1>
<17614,1>
<22801,1>
<25690,1>
<28716,1>
<30591,1>
<32586,1>
<36398,2>
<36408,1>
<38442,1>
<38477,1>
<39431,1>
<40493,1>
<40973,1>
<42161,1>
<44017,2>
<45199,1>
<45691,1>
<48134,1>
<48518,1>
<50100,1>
<50337,1>
<50632,2>
<50922,1>
<57565,1>
<59131,1>
<61141,1>
<61232,1>
<61762,1>
<62304,1>
<63942,1>
<65915,2>
<67835,1>
<69086,1>
<69745,1>
<70104,1>
<71820,1>
<72869,1>
<73940,1>
<74164,1>
<75006,1>
<76044,2>
<77097,1>
<77276,2>
<78339,1>
<78382,1>
<78733,1>
<78745,1>
<80393,1>
<81969,1>
<85638,1>
<87278,1>
<88162,1>
<89266,1>
<89758,1>
<94227,1>
<94382,1>
<98476,1>
<98730,2>
