<1347,3>
<3503,1>
<5037,1>
<5250,1>
<6041,1>
<8309,1>
<8656,1>
<9658,1>
<9755,1>
<11566,1>
<12426,2>
<12753,1>
<13758,1>
<14630,1>
<15227,1>
<16783,1>
<17183,1>
<17510,1>
<18988,1>
<22356,1>
<22463,2>
<22847,1>
<24899,1>
<26711,1>
<27513,1>
<27946,1>
<28281,1>
<29067,1>
<30050,1>
<31335,1>
<31509,2>
<32364,1>
<33040,1>
<38449,1>
<41268,5>
<42193,1>
<43172,1>
<46807,2>
<47058,2>
<48518,1>
<48929,1>
<50034,1>
<50413,1>
<50985,5>
<52060,1>
<53536,2>
<54634,1>
<55497,1>
<55858,1>
<55990,1>
<58642,1>
<59218,2>
<60994,1>
<61060,1>
<61516,1>
<61816,1>
<61841,1>
<63336,1>
<66777,1>
<66941,1>
<67301,1>
<68051,1>
<68445,1>
<69109,2>
<70139,1>
<70306,2>
<71289,1>
<76044,1>
<76067,1>
<76337,1>
<77276,1>
<77646,1>
<80123,1>
<80255,1>
<80348,1>
<81708,1>
<85821,1>
<87308,1>
<88359,1>
<90347,1>
<90740,2>
<95687,1>
<96232,1>
<96953,1>
<97496,1>
<98531,1>
<99089,1>
<99706,1>
