<4206,4>
<5585,1>
<6041,1>
<6894,1>
<8569,1>
<11177,1>
<11535,1>
<12753,1>
<14255,1>
<15371,1>
<20084,1>
<20897,1>
<22270,1>
<23587,1>
<26711,1>
<29371,1>
<29655,1>
<30716,1>
<31890,1>
<33722,1>
<36106,1>
<36443,1>
<37013,1>
<37268,1>
<39964,1>
<41040,1>
<41257,1>
<42779,1>
<44444,1>
<44660,2>
<47124,1>
<51473,1>
<55082,1>
<55787,1>
<55837,1>
<59256,1>
<62620,1>
<63673,1>
<64354,1>
<65009,2>
<66978,1>
<67088,1>
<67505,1>
<67613,1>
<67738,1>
<71535,1>
<72759,1>
<72958,1>
<74107,1>
<76044,1>
<76597,3>
<78175,1>
<80495,1>
<85402,1>
<86076,1>
<88306,1>
<89221,1>
<91609,3>
<93093,1>
<95687,1>
<99519,1>
<100507,1>
<101321,1>
